alpha3,lon,lat,capacity,treatment_type
NLD,5.18,51.808,0,tertiary
NLD,5.372,51.83,0,tertiary
SVK,17.81,48.01,2002,secondary
NLD,5.357,51.783,0,tertiary
SVK,18.4,49.15,510,secondary
NLD,4.981,52.195,0,tertiary
SVK,18.4,49.16,74,secondary
NLD,5.394,52.251,0,tertiary
SVK,18.39,49.16,7,primary
NLD,4.668,52.476,0,tertiary
SVK,19.56,48.8,2207,secondary
NLD,4.824,53.035,0,tertiary
SVK,17.61,48.17,2589,secondary
SVK,17.79,47.85,5985,tertiary
NLD,4.876,53.161,0,tertiary
NLD,4.88,53.081,0,tertiary
SVK,17.73,48.54,1139,tertiary
NLD,4.786,53.008,0,tertiary
SVK,21.29,49.36,1800,secondary
SVK,16.97,48.32,2779,tertiary
NLD,4.886,52.74,0,tertiary
SVK,19.59,49.09,231300,tertiary
NLD,4.786,52.335,0,tertiary
NLD,4.706,52.315,0,tertiary
SVK,17.0,48.69,1577,tertiary
NLD,4.683,52.35,0,tertiary
SVK,19.66,48.44,830,tertiary
NLD,4.552,52.377,0,tertiary
SVK,18.39,48.7,706,secondary
SVK,17.71,47.93,720,secondary
NLD,4.654,52.336,0,tertiary
SVK,18.75,48.46,1143,tertiary
NLD,4.651,52.051,0,tertiary
SVK,20.37,49.12,518,secondary
NLD,4.721,52.052,0,tertiary
SVK,18.27,48.61,1248,tertiary
NLD,4.657,52.066,0,tertiary
SVK,17.66,48.47,3188,tertiary
NLD,4.712,52.163,0,tertiary
SVK,22.0,48.94,1395,tertiary
NLD,4.473,52.093,0,tertiary
SVK,17.09,48.78,409,secondary
NLD,4.513,52.257,0,tertiary
SVK,18.16,48.5,999,tertiary
NLD,4.469,51.983,0,tertiary
SVK,19.66,49.36,697,tertiary
NLD,4.475,51.988,0,tertiary
SVK,20.64,48.84,1928,secondary
NLD,4.989,51.918,0,tertiary
SVK,19.28,48.59,368,secondary
NLD,5.113,51.924,0,tertiary
NLD,4.186,51.877,0,tertiary
SVK,20.27,48.71,1680,secondary
NLD,4.248,51.849,0,tertiary
SVK,21.15,49.06,1491,secondary
NLD,4.188,51.826,0,tertiary
SVK,18.18,48.54,1548,secondary
NLD,4.269,51.785,0,tertiary
SVK,20.25,49.0,176,tertiary
NLD,4.005,51.822,0,tertiary
SVK,20.46,49.0,1548,secondary
SVK,17.92,48.13,0,secondary
SVK,17.74,48.51,930,secondary
NLD,4.092,51.712,0,tertiary
SVK,18.43,48.62,4042,secondary
SVK,17.62,47.93,0,secondary
NLD,4.062,51.767,0,tertiary
SVK,19.2,49.19,27,secondary
SVK,19.26,48.56,1720,secondary
NLD,4.104,51.758,0,tertiary
SVK,22.1,48.98,2404,tertiary
NLD,4.267,51.807,0,tertiary
SVK,18.33,49.05,120,secondary
SVK,17.87,48.69,1707,tertiary
NLD,5.058,51.915,0,tertiary
SVK,19.27,48.96,1562,secondary
NLD,3.99,51.694,0,tertiary
SVK,20.63,48.92,294,secondary
SVK,18.64,48.45,11,secondary
NLD,3.888,51.733,0,tertiary
SVK,19.31,48.61,58,secondary
SVK,18.47,48.63,109,tertiary
NLD,4.143,51.548,0,tertiary
SVK,18.46,48.63,80,tertiary
SVK,18.46,48.63,55,tertiary
NLD,4.144,51.615,0,tertiary
SVK,18.48,48.64,29,tertiary
SVK,18.58,48.74,112,tertiary
NLD,4.075,51.556,0,tertiary
SVK,18.4,49.16,300,secondary
SVK,21.58,48.9,309,tertiary
NLD,3.805,51.557,0,tertiary
SVK,21.95,48.62,826,tertiary
NLD,3.847,51.597,0,tertiary
NLD,4.97,51.486,0,tertiary
SVK,21.42,48.83,1548,secondary
NLD,5.441,51.629,0,tertiary
SVK,17.43,48.14,4343,secondary
NLD,5.816,51.565,0,tertiary
SVK,17.96,48.31,0,secondary
NLD,4.918,52.341,0,tertiary
SVK,19.55,48.8,1393,secondary
NLD,4.969,52.373,0,tertiary
SVK,18.73,47.81,0,tertiary
NLD,4.803,52.414,0,tertiary
SVK,19.2,49.12,171,secondary
NLD,5.117,51.558,0,tertiary
SVK,19.67,48.8,269,tertiary
SVK,19.91,48.85,1916,tertiary
SVK,19.96,48.56,1670,secondary
SVK,20.35,49.11,342,tertiary
SVK,18.03,48.24,2086,secondary
SVK,19.97,48.86,1940,tertiary
SVK,21.32,49.14,1453,tertiary
SVK,21.7,48.78,350,tertiary
SVK,19.97,49.06,1115,tertiary
SVK,19.82,49.04,859,tertiary
SVK,18.55,48.09,400,secondary
SVK,18.08,48.4,0,secondary
SVK,20.07,48.3,0,secondary
SVK,19.27,48.76,0,secondary
SVK,20.32,48.41,0,secondary
SVK,20.75,49.0,0,secondary
SVK,20.93,48.85,0,secondary
SVK,20.36,48.82,0,secondary
SVK,20.4,48.54,0,secondary
SVK,20.79,48.94,0,secondary
SVK,18.41,47.82,0,secondary
SVK,18.06,48.56,0,secondary
SVK,20.75,48.94,0,secondary
SVK,18.49,48.75,0,secondary
SVK,18.69,49.27,0,secondary
SVK,21.24,48.79,0,secondary
SVK,21.24,48.79,0,secondary
SVK,18.51,47.85,0,secondary
SVK,18.65,47.97,0,secondary
SVK,17.92,48.84,0,secondary
SVK,19.71,48.39,0,secondary
SVK,21.04,49.3,0,secondary
SVK,17.79,48.82,0,secondary
SVK,18.63,48.87,0,secondary
SVK,18.48,48.81,0,secondary
SVK,18.48,48.81,0,secondary
SVK,19.79,48.75,0,secondary
SVK,18.21,49.02,0,secondary
SVK,19.83,48.22,0,secondary
SVK,17.97,48.09,0,secondary
SVK,21.75,48.38,0,secondary
SVK,18.26,47.84,0,secondary
SVK,18.5,47.91,0,secondary
SVK,17.78,47.96,0,secondary
SVK,21.81,48.69,0,secondary
SVK,18.39,48.88,0,secondary
SVK,18.15,48.68,0,secondary
SVK,20.96,48.96,0,secondary
SVK,20.96,48.96,0,secondary
SVK,17.85,47.8,0,secondary
SVK,17.97,47.77,0,secondary
SVK,20.94,48.99,0,secondary
SVK,18.41,47.91,0,secondary
SVK,18.1,48.46,0,secondary
SVK,19.44,48.82,0,secondary
SVK,17.76,48.45,0,secondary
SVK,19.54,48.81,0,secondary
SVK,19.57,48.8,0,secondary
SVK,18.77,48.54,0,secondary
SVK,21.17,48.63,0,secondary
SVK,18.84,49.09,0,secondary
FIN,23.769,62.992,7000,tertiary
FIN,23.62,62.599,9900,tertiary
FIN,22.598,62.768,14000,tertiary
FIN,22.67,62.524,8500,tertiary
FIN,23.887,63.909,14200,tertiary
FIN,22.224,62.463,38500,tertiary
FIN,23.011,63.085,8800,tertiary
FIN,21.322,62.265,7900,tertiary
FIN,22.413,62.63,7200,tertiary
FIN,23.45,63.878,3300,tertiary
FIN,21.988,62.984,8700,tertiary
FIN,22.957,62.998,77300,tertiary
FIN,21.351,62.458,4100,tertiary
FIN,22.689,63.708,45000,tertiary
FIN,22.819,62.8,110000,tertiary
FIN,21.723,62.475,3400,tertiary
FIN,24.245,63.778,14000,tertiary
FIN,21.583,63.111,81000,tertiary
FIN,23.807,63.147,3800,tertiary
FIN,22.093,63.062,7500,tertiary
FIN,22.504,62.938,2200,tertiary
FIN,24.035,62.548,6000,tertiary
FIN,23.68,63.565,5800,tertiary
FIN,22.8,63.315,7200,tertiary
FIN,23.059,63.876,32000,tertiary
FIN,27.87,61.916,5000,tertiary
FIN,26.665,61.98,3200,tertiary
FIN,27.289,61.682,56000,tertiary
FIN,26.874,61.43,6200,tertiary
FIN,27.11,62.294,39000,tertiary
FIN,27.27,61.489,4400,tertiary
FIN,28.875,61.837,26000,tertiary
FIN,25.586,61.178,6600,tertiary
FIN,23.612,60.824,92600,tertiary
FIN,26.054,61.189,27000,tertiary
FIN,24.431,61.023,95000,tertiary
FIN,24.623,60.926,33000,tertiary
FIN,23.468,60.801,3600,tertiary
FIN,25.245,60.885,3700,tertiary
FIN,25.626,60.956,90000,tertiary
FIN,25.624,60.957,150000,tertiary
FIN,24.997,61.088,4200,tertiary
FIN,25.919,60.925,24000,tertiary
FIN,25.706,60.805,14500,tertiary
FIN,24.775,60.722,84500,tertiary
FIN,25.676,61.5,3100,tertiary
FIN,27.671,64.241,28500,tertiary
FIN,29.486,64.124,8200,tertiary
FIN,28.317,64.151,11200,tertiary
FIN,28.875,64.875,7100,tertiary
FIN,28.784,61.155,30000,tertiary
FIN,28.456,61.145,6600,tertiary
FIN,26.925,60.44,134000,tertiary
FIN,26.716,60.835,80000,tertiary
FIN,26.61,60.889,37000,tertiary
FIN,28.189,61.041,120000,tertiary
FIN,27.564,60.907,3300,tertiary
FIN,25.788,62.209,220000,tertiary
FIN,25.219,61.847,15200,tertiary
FIN,24.799,62.861,2300,tertiary
FIN,24.711,62.235,12000,tertiary
FIN,25.593,62.015,3200,tertiary
FIN,26.177,62.266,2400,tertiary
FIN,25.259,62.685,5000,tertiary
FIN,25.834,62.561,9200,tertiary
FIN,25.876,63.089,5200,tertiary
FIN,25.739,62.584,18400,tertiary
FIN,26.084,61.748,3700,tertiary
FIN,27.649,68.692,11000,tertiary
FIN,24.576,65.72,27500,tertiary
FIN,24.52,65.785,7800,tertiary
FIN,24.959,67.731,16000,tertiary
FIN,27.461,66.707,7900,tertiary
FIN,27.519,67.096,5000,tertiary
FIN,26.549,65.905,1800,tertiary
FIN,25.644,66.481,69000,tertiary
FIN,28.659,66.84,4600,tertiary
FIN,26.596,67.397,5100,tertiary
FIN,23.656,66.307,4300,tertiary
FIN,24.0,67.511,11500,tertiary
FIN,23.211,61.643,9400,tertiary
FIN,23.08,61.783,5700,tertiary
FIN,23.749,61.33,15000,tertiary
FIN,23.475,61.469,33600,tertiary
FIN,23.349,61.468,3200,tertiary
FIN,24.391,61.664,7400,tertiary
FIN,23.033,62.002,5100,tertiary
FIN,24.251,61.328,4000,tertiary
FIN,24.096,61.982,4000,tertiary
FIN,23.654,61.491,75000,tertiary
FIN,23.764,61.49,285000,tertiary
FIN,23.86,61.181,20000,tertiary
FIN,23.614,61.077,2600,tertiary
FIN,24.013,61.25,35000,tertiary
FIN,22.89,61.33,25000,tertiary
FIN,23.714,62.234,3500,tertiary
FIN,22.694,61.261,4500,tertiary
FIN,24.628,62.022,8300,tertiary
FIN,30.925,62.684,5000,tertiary
FIN,29.735,62.59,80000,tertiary
FIN,29.278,63.238,6200,tertiary
FIN,30.145,62.103,5900,tertiary
FIN,29.05,62.713,15800,tertiary
FIN,30.028,63.31,11100,tertiary
FIN,29.154,63.535,9100,tertiary
FIN,25.328,64.139,63000,tertiary
FIN,23.928,64.266,7500,tertiary
FIN,25.456,64.896,36000,tertiary
FIN,29.177,65.956,16000,tertiary
FIN,29.117,66.17,6000,tertiary
FIN,24.918,63.917,7600,tertiary
FIN,24.774,64.264,4400,tertiary
FIN,25.387,65.047,202000,tertiary
FIN,26.856,65.359,8200,tertiary
FIN,27.415,65.572,1400,tertiary
FIN,25.985,63.713,4600,tertiary
FIN,24.451,64.71,18800,tertiary
FIN,24.527,64.096,11000,tertiary
FIN,25.719,64.505,16700,tertiary
FIN,27.2,63.542,63000,tertiary
FIN,28.344,63.067,5000,tertiary
FIN,26.64,63.656,8000,tertiary
FIN,27.719,62.858,143000,tertiary
FIN,27.368,63.349,87000,tertiary
FIN,28.081,63.236,7000,tertiary
FIN,26.687,63.229,3100,tertiary
FIN,27.777,63.055,19000,tertiary
FIN,27.11,62.635,26500,tertiary
FIN,27.929,62.277,45000,tertiary
FIN,23.936,60.185,6000,tertiary
FIN,26.279,60.389,15000,tertiary
FIN,25.297,60.623,13600,tertiary
FIN,24.846,60.47,7000,tertiary
FIN,24.77,60.385,37000,tertiary
FIN,25.556,60.279,45000,tertiary
FIN,23.458,59.966,13100,tertiary
FIN,24.3,60.414,3200,tertiary
FIN,24.301,60.314,17800,tertiary
FIN,23.94,60.013,2000,tertiary
FIN,23.557,60.092,10200,tertiary
FIN,22.594,60.644,2400,tertiary
FIN,22.139,61.128,40000,tertiary
FIN,22.251,61.99,4300,tertiary
FIN,22.667,61.191,45000,tertiary
FIN,22.387,61.806,15300,tertiary
FIN,22.327,61.261,5800,tertiary
FIN,22.985,60.861,18600,tertiary
FIN,22.303,60.312,19000,tertiary
FIN,23.123,60.199,1600,tertiary
FIN,21.767,61.517,230000,tertiary
FIN,23.101,60.374,49000,tertiary
FIN,23.512,60.627,7800,tertiary
FIN,22.319,61.063,13200,tertiary
FIN,21.383,60.804,31000,tertiary
FIN,21.456,61.116,40000,tertiary
FIN,22.218,60.444,420000,tertiary
FIN,24.762,60.089,330000,tertiary
FIN,23.016,59.816,9900,tertiary
FIN,24.912,60.088,1110000,tertiary
FIN,24.878,60.588,39000,tertiary
FIN,24.227,60.518,7400,tertiary
FIN,24.049,60.252,29000,tertiary
FIN,19.925,60.084,22000,tertiary
FIN,24.145,65.835,0,secondary
CHE,8.432,47.29,16912,tertiary
CHE,8.523,47.24,1713,tertiary
CHE,8.456,47.222,4613,tertiary
CHE,8.406,47.263,5208,tertiary
DEU,8.62,47.66,2693,tertiary
CHE,8.594,47.575,1786,tertiary
CHE,8.671,47.605,6942,tertiary
CHE,8.64,47.621,2789,tertiary
CHE,8.719,47.61,2038,tertiary
CHE,8.598,47.634,1417,tertiary
CHE,8.733,47.59,958,tertiary
CHE,8.776,47.639,1139,tertiary
CHE,8.63,47.431,17650,tertiary
CHE,8.528,47.518,31441,tertiary
CHE,8.509,47.579,16295,tertiary
CHE,8.492,47.564,2949,tertiary
CHE,8.559,47.438,56817,tertiary
CHE,8.575,47.536,9308,tertiary
CHE,8.422,47.45,10605,tertiary
CHE,8.495,47.501,46648,tertiary
CHE,8.389,47.451,6158,tertiary
CHE,8.451,47.452,24153,tertiary
CHE,8.475,47.546,1807,tertiary
CHE,8.799,47.252,3048,tertiary
CHE,8.83,47.268,5651,tertiary
CHE,8.749,47.304,8968,tertiary
CHE,8.811,47.309,12165,tertiary
CHE,8.852,47.251,15672,tertiary
CHE,8.907,47.273,8599,tertiary
CHE,8.781,47.329,31742,tertiary
CHE,8.61,47.207,4817,tertiary
CHE,8.589,47.267,15523,tertiary
CHE,8.701,47.214,10449,tertiary
CHE,8.65,47.206,1956,tertiary
CHE,8.575,47.287,24289,tertiary
CHE,8.658,47.24,37371,tertiary
CHE,8.786,47.236,7010,tertiary
CHE,8.586,47.31,18227,tertiary
CHE,8.682,47.257,13825,tertiary
CHE,8.661,47.265,37504,tertiary
CHE,8.723,47.239,9825,tertiary
CHE,8.756,47.236,4453,tertiary
CHE,8.616,47.33,3990,secondary
CHE,8.854,47.396,3550,tertiary
CHE,8.74,47.392,10508,tertiary
CHE,8.703,47.439,19837,tertiary
CHE,8.769,47.365,7783,tertiary
CHE,8.765,47.436,2355,tertiary
CHE,8.598,47.406,55542,tertiary
CHE,8.718,47.293,18890,tertiary
CHE,8.643,47.38,50482,tertiary
CHE,8.679,47.339,6189,tertiary
CHE,8.716,47.314,4513,tertiary
CHE,8.692,47.351,47704,tertiary
CHE,8.782,47.587,828,secondary
CHE,8.853,47.5,3550,tertiary
CHE,8.827,47.569,5191,tertiary
CHE,8.788,47.501,3742,tertiary
CHE,8.628,47.52,6808,tertiary
CHE,8.703,47.534,6875,tertiary
CHE,8.667,47.516,144204,tertiary
CHE,8.422,47.362,16566,tertiary
CHE,8.404,47.414,90539,secondary
CHE,8.482,47.401,628936,tertiary
CHE,8.521,47.325,30982,tertiary
CHE,7.226,47.028,1500,tertiary
CHE,7.309,47.092,48000,tertiary
CHE,7.253,47.014,290,secondary
CHE,7.771,47.249,71000,tertiary
CHE,7.825,47.264,15000,tertiary
CHE,7.433,46.971,320000,tertiary
CHE,7.376,46.962,13000,tertiary
CHE,7.454,46.981,100000,tertiary
CHE,7.537,47.108,38000,tertiary
CHE,7.54,47.056,39000,tertiary
CHE,6.891,47.145,230,tertiary
CHE,7.186,47.189,5300,tertiary
CHE,7.127,47.225,4300,tertiary
CHE,7.024,47.161,8200,tertiary
CHE,7.101,47.045,3500,tertiary
CHE,7.097,46.998,9500,tertiary
CHE,7.576,46.5,8500,tertiary
CHE,7.66,46.596,5500,tertiary
CHE,7.606,46.529,107,secondary
CHE,7.674,46.506,2300,tertiary
CHE,7.719,46.59,599,secondary
CHE,7.779,46.689,840,tertiary
CHE,8.054,46.745,5900,tertiary
CHE,8.098,46.747,800,tertiary
CHE,7.805,46.664,1350,tertiary
CHE,8.0,46.631,10000,tertiary
CHE,7.959,46.708,450,tertiary
CHE,7.91,46.599,6100,tertiary
CHE,7.99,46.752,121,secondary
CHE,7.958,46.734,482,tertiary
CHE,7.844,46.676,30000,tertiary
CHE,7.632,46.811,240,tertiary
CHE,7.626,46.865,10300,tertiary
CHE,7.639,46.899,7200,tertiary
CHE,7.573,46.821,8500,tertiary
CHE,7.544,46.88,24000,tertiary
CHE,7.241,46.917,61000,tertiary
CHE,7.174,47.281,500,secondary
CHE,7.348,47.243,5900,tertiary
CHE,7.243,47.237,6200,tertiary
CHE,7.386,47.305,12300,tertiary
CHE,7.175,47.266,880,tertiary
CHE,7.23,47.275,167,secondary
CHE,7.139,47.111,1100,tertiary
CHE,7.135,47.094,800,tertiary
CHE,7.256,47.12,75000,tertiary
CHE,7.153,47.092,1900,tertiary
CHE,7.325,47.14,10000,tertiary
CHE,7.193,47.057,6500,tertiary
CHE,8.27,46.668,400,secondary
CHE,8.217,46.71,1600,tertiary
CHE,8.163,46.733,10000,tertiary
CHE,7.394,46.628,1400,tertiary
CHE,7.384,46.577,7000,tertiary
CHE,7.231,46.486,12000,tertiary
CHE,7.293,46.573,142,secondary
CHE,7.349,46.713,150,secondary
CHE,7.503,46.844,15000,tertiary
CHE,7.399,46.84,107,secondary
CHE,7.759,46.947,28000,tertiary
CHE,7.884,46.814,214,secondary
CHE,7.82,46.786,264,secondary
CHE,7.776,46.785,271,secondary
CHE,7.722,46.775,120,secondary
CHE,7.598,46.781,130000,tertiary
CHE,7.796,47.092,2500,tertiary
CHE,7.647,47.024,31000,tertiary
CHE,7.674,47.236,7860,tertiary
CHE,7.696,47.202,15000,tertiary
CHE,8.067,47.02,9833,tertiary
CHE,8.02,46.828,2792,tertiary
CHE,8.091,47.053,5067,tertiary
CHE,8.319,47.089,179233,tertiary
CHE,8.281,47.177,12425,tertiary
CHE,8.351,47.117,4242,tertiary
CHE,8.234,47.245,4333,tertiary
CHE,8.389,47.118,31375,tertiary
CHE,8.177,47.011,1157,secondary
CHE,8.399,47.083,1458,tertiary
CHE,8.462,47.025,4992,tertiary
CHE,8.074,47.114,2842,tertiary
CHE,8.109,47.077,3158,tertiary
CHE,8.188,47.123,8408,tertiary
CHE,8.076,47.219,42250,tertiary
CHE,7.971,47.231,47158,tertiary
CHE,8.627,46.886,34627,secondary
CHE,8.591,46.642,4772,secondary
CHE,8.58,46.936,264,secondary
CHE,8.591,46.668,231,secondary
CHE,8.579,46.913,162,secondary
CHE,8.505,46.598,268,secondary
CHE,8.58,46.985,1322,secondary
CHE,8.621,46.952,146,secondary
CHE,8.603,46.705,597,secondary
CHE,8.752,47.142,22100,secondary
CHE,8.814,47.08,9041,secondary
CHE,8.509,46.993,8036,secondary
CHE,8.765,47.206,43598,secondary
CHE,8.92,47.106,100,secondary
CHE,8.862,47.202,30136,secondary
CHE,8.962,47.18,8036,secondary
CHE,8.896,47.138,1037,secondary
CHE,8.7,46.989,5237,secondary
CHE,8.67,47.112,808,secondary
CHE,8.625,47.075,2244,secondary
CHE,8.621,47.013,55703,secondary
CHE,8.287,46.941,52500,tertiary
CHE,8.384,46.824,7175,tertiary
CHE,8.291,46.838,2892,tertiary
CHE,8.414,46.978,20300,tertiary
CHE,8.31,46.979,7300,tertiary
CHE,8.344,46.969,37333,tertiary
CHE,9.013,47.165,72917,tertiary
CHE,8.442,47.199,176925,tertiary
CHE,8.635,47.171,221,secondary
CHE,8.586,47.209,1646,secondary
CHE,6.897,46.836,2773,secondary
CHE,6.957,46.923,3371,secondary
CHE,7.012,46.876,4339,secondary
CHE,6.825,46.841,47658,tertiary
CHE,6.976,46.822,2275,tertiary
CHE,6.932,46.755,798,secondary
CHE,6.815,46.613,17278,secondary
CHE,6.934,46.703,12054,secondary
CHE,6.978,46.773,214,secondary
CHE,7.092,46.61,22100,secondary
CHE,7.16,46.617,8304,secondary
CHE,7.08,46.666,39875,tertiary
CHE,7.034,46.733,9188,secondary
CHE,7.102,46.736,848,secondary
CHE,6.993,46.775,200,secondary
CHE,7.163,46.814,152700,secondary
CHE,7.063,46.835,1746,secondary
CHE,6.998,46.759,678,secondary
CHE,7.128,46.78,24109,secondary
CHE,7.118,46.769,2324,secondary
CHE,7.114,46.784,30136,secondary
CHE,7.141,46.845,30136,secondary
CHE,7.181,46.975,12322,secondary
CHE,7.056,46.857,639,secondary
CHE,7.137,46.942,20091,secondary
CHE,7.08,46.892,748,secondary
CHE,7.302,46.759,11050,secondary
CHE,7.742,47.292,23000,tertiary
CHE,7.466,47.265,65,secondary
CHE,7.537,47.28,826,secondary
CHE,7.465,47.149,225,secondary
CHE,7.502,47.195,628,secondary
CHE,7.458,47.107,5500,tertiary
FRA,7.458,47.488,2500,tertiary
CHE,7.633,47.429,1030,secondary
CHE,7.962,47.445,420,secondary
CHE,7.941,47.359,70000,tertiary
CHE,7.571,47.216,94000,tertiary
CHE,7.495,47.206,6300,tertiary
CHE,7.556,47.217,953,secondary
CHE,7.607,47.233,4500,tertiary
CHE,7.414,47.176,50000,tertiary
CHE,7.533,47.226,993,tertiary
CHE,7.461,47.198,2700,tertiary
CHE,7.842,47.277,4500,tertiary
CHE,7.833,47.325,14600,tertiary
CHE,8.013,47.383,55000,tertiary
CHE,7.586,47.421,520,secondary
CHE,7.571,47.423,390,secondary
CHE,7.439,47.429,776,secondary
CHE,7.603,47.405,2400,tertiary
CHE,7.589,47.397,900,secondary
CHE,7.599,47.583,368667,tertiary
CHE,7.624,47.544,97983,tertiary
CHE,7.557,47.505,27242,tertiary
CHE,7.444,47.459,128,secondary
CHE,7.45,47.401,1257,secondary
CHE,7.34,47.439,164,secondary
CHE,7.543,47.44,59796,secondary
CHE,7.734,47.464,18092,tertiary
CHE,7.724,47.514,51917,tertiary
CHE,7.78,47.49,142,secondary
CHE,7.936,47.448,267,tertiary
CHE,7.856,47.509,410,tertiary
CHE,7.861,47.416,209,tertiary
CHE,7.886,47.485,135,secondary
CHE,7.903,47.424,402,tertiary
CHE,7.839,47.525,402,secondary
CHE,7.802,47.493,135,secondary
CHE,7.934,47.436,267,secondary
CHE,7.883,47.438,188,tertiary
CHE,7.878,47.431,135,secondary
CHE,7.802,47.469,34008,tertiary
CHE,7.905,47.439,299,tertiary
CHE,7.825,47.505,312,secondary
CHE,7.726,47.414,256,secondary
CHE,7.789,47.41,192,secondary
CHE,7.657,47.408,278,tertiary
CHE,7.755,47.431,256,tertiary
CHE,7.725,47.393,135,secondary
CHE,7.759,47.413,7092,tertiary
CHE,7.713,47.401,171,tertiary
CHE,8.62,47.676,55432,secondary
CHE,8.573,47.577,977,secondary
CHE,8.523,47.765,242,secondary
CHE,8.457,47.745,1426,secondary
CHE,8.816,47.692,107836,secondary
CHE,8.845,47.666,19086,secondary
CHE,8.455,47.689,19689,secondary
CHE,9.307,47.387,135,secondary
CHE,9.236,47.394,107,secondary
CHE,9.322,47.367,517,secondary
CHE,9.307,47.321,93,secondary
CHE,9.294,47.327,4408,secondary
CHE,9.293,47.361,2733,secondary
CHE,9.403,47.374,8108,tertiary
CHE,9.448,47.418,2050,tertiary
CHE,9.355,47.388,7125,tertiary
CHE,9.461,47.413,3783,tertiary
CHE,9.476,47.425,1233,tertiary
CHE,9.458,47.425,107,secondary
CHE,9.397,47.34,12425,secondary
CHE,9.324,47.321,898,secondary
CHE,9.331,47.416,47450,tertiary
CHE,9.397,47.466,61358,tertiary
CHE,9.428,47.502,23359,secondary
CHE,9.639,47.421,59770,secondary
CHE,9.567,47.49,90875,tertiary
CHE,9.564,47.368,12750,tertiary
CHE,9.576,47.335,12054,secondary
CHE,9.551,47.301,2544,secondary
CHE,9.483,47.177,45852,tertiary
CHE,9.468,47.207,3607,tertiary
CHE,9.517,47.261,5567,tertiary
CHE,9.505,47.096,7467,tertiary
CHE,9.505,47.018,14064,secondary
CHE,9.337,47.103,23439,secondary
CHE,9.369,47.011,377,secondary
CHE,9.449,46.912,748,secondary
CHE,9.193,47.115,4938,secondary
CHE,9.459,47.06,22717,tertiary
CHE,9.301,47.121,4589,secondary
CHE,8.991,47.199,2693,secondary
CHE,8.928,47.234,9549,secondary
CHE,8.848,47.224,27092,tertiary
CHE,8.964,47.218,30136,secondary
CHE,9.108,47.275,5087,secondary
CHE,9.19,47.226,3591,secondary
CHE,9.22,47.202,9577,secondary
CHE,9.378,47.198,1866,secondary
CHE,9.185,47.3,678,secondary
CHE,9.211,47.322,1646,secondary
CHE,9.082,47.316,13467,tertiary
CHE,9.08,47.363,3491,secondary
CHE,9.076,47.415,41175,secondary
CHE,9.203,47.414,19555,secondary
CHE,9.082,47.381,1805,secondary
CHE,9.066,47.448,3741,secondary
CHE,9.128,47.356,2693,secondary
CHE,9.144,47.452,15269,secondary
CHE,9.207,47.472,8237,secondary
CHE,9.058,47.45,22636,secondary
CHE,9.112,47.463,4718,secondary
CHE,9.506,46.678,139,secondary
CHE,9.566,46.664,1789,tertiary
CHE,9.531,46.689,574,tertiary
CHE,9.552,46.708,9214,tertiary
CHE,9.642,46.666,1921,tertiary
CHE,9.605,46.662,613,secondary
CHE,9.741,46.631,874,secondary
CHE,9.643,46.483,1087,secondary
CHE,9.589,46.613,6853,tertiary
CHE,9.621,46.528,85,secondary
CHE,10.136,46.237,870,secondary
CHE,10.083,46.294,7448,tertiary
CHE,9.219,46.735,144,secondary
CHE,9.233,46.781,20513,tertiary
CHE,9.277,46.791,187,secondary
CHE,9.34,46.793,187,secondary
CHE,9.195,46.725,1050,tertiary
CHE,9.173,46.706,408,tertiary
CHE,9.118,46.667,80,secondary
CHE,9.194,46.712,286,secondary
CHE,9.187,46.628,3353,tertiary
CHE,9.178,46.718,838,tertiary
CHE,9.094,46.651,96,secondary
CHE,9.103,46.656,374,secondary
CHE,9.132,46.764,3547,tertiary
CHE,9.144,46.775,1464,tertiary
CHE,9.167,46.768,256,secondary
CHE,9.318,46.683,160,secondary
CHE,9.343,46.749,123,secondary
CHE,9.432,46.743,17372,tertiary
CHE,9.512,46.472,97,secondary
CHE,9.246,46.538,254,secondary
CHE,9.332,46.555,1589,tertiary
CHE,9.294,46.544,107,secondary
CHE,9.365,46.568,160,secondary
CHE,9.446,46.645,3951,tertiary
CHE,9.433,46.833,33510,tertiary
CHE,9.302,46.833,8343,tertiary
CHE,9.363,46.825,2006,secondary
CHE,10.195,46.771,565,secondary
CHE,10.143,46.768,620,secondary
CHE,10.115,46.769,433,tertiary
CHE,10.084,46.755,303,secondary
CHE,10.093,46.705,3531,secondary
CHE,10.38,46.829,754,secondary
CHE,10.415,46.962,7663,secondary
CHE,10.469,46.889,968,secondary
CHE,10.241,46.787,1632,secondary
CHE,10.317,46.799,7868,tertiary
CHE,10.366,46.819,176,secondary
CHE,9.9,46.548,37151,tertiary
CHE,9.9,46.548,19891,tertiary
CHE,10.004,46.618,3829,tertiary
CHE,9.761,46.419,320,tertiary
CHE,9.803,46.462,8733,tertiary
CHE,9.704,46.407,929,tertiary
CHE,9.578,46.34,175,secondary
CHE,9.611,46.35,711,secondary
CHE,9.118,46.289,171,secondary
CHE,9.146,46.257,374,secondary
CHE,9.122,46.349,160,secondary
CHE,9.182,46.295,2888,tertiary
CHE,9.193,46.457,927,tertiary
CHE,9.787,46.756,29384,tertiary
CHE,9.777,46.74,649,tertiary
CHE,9.761,46.718,496,tertiary
CHE,9.719,46.697,1011,tertiary
CHE,9.868,46.883,7421,tertiary
