alpha3,lon,lat,capacity,treatment_type
DEU,12.338,49.187,2788,tertiary
DEU,12.514,49.337,3325,tertiary
DEU,12.959,49.26,3520,tertiary
DEU,12.611,49.398,2405,tertiary
DEU,12.797,49.165,1969,tertiary
DEU,12.632,49.172,3379,tertiary
DEU,12.659,49.246,2483,tertiary
DEU,12.9,49.3,1075,secondary
DEU,12.76,49.257,1610,tertiary
DEU,12.598,49.347,2152,secondary
DEU,12.763,49.163,1882,tertiary
DEU,12.728,49.232,1870,secondary
DEU,12.924,49.207,2413,tertiary
DEU,12.834,49.167,12568,tertiary
DEU,12.324,49.186,2458,tertiary
DEU,12.986,49.202,12182,tertiary
DEU,12.647,49.224,41844,tertiary
DEU,12.499,49.194,17200,tertiary
DEU,11.451,49.164,7117,tertiary
DEU,11.852,49.209,2543,tertiary
DEU,11.313,49.257,3217,tertiary
DEU,11.336,49.292,10106,tertiary
DEU,11.445,49.093,7879,tertiary
DEU,11.681,49.179,3372,secondary
DEU,11.863,49.194,1998,tertiary
DEU,11.25,49.317,3683,tertiary
DEU,11.436,49.347,8000,tertiary
DEU,11.73,49.17,10498,tertiary
DEU,11.66,49.197,5182,tertiary
DEU,11.616,49.376,3859,tertiary
DEU,11.466,49.301,90764,tertiary
DEU,11.612,49.117,2150,tertiary
DEU,11.331,49.191,6464,tertiary
DEU,11.591,49.021,6763,tertiary
DEU,11.536,49.2,3612,tertiary
DEU,11.623,49.074,2400,tertiary
DEU,12.153,48.836,11169,tertiary
DEU,12.218,48.901,1742,secondary
DEU,11.814,49.093,3992,secondary
DEU,12.366,48.887,2310,tertiary
DEU,11.954,49.154,3403,tertiary
DEU,12.225,49.091,1929,tertiary
DEU,12.392,48.971,2698,tertiary
DEU,11.988,49.025,2186,tertiary
DEU,12.241,48.945,13884,tertiary
DEU,12.037,49.001,2038,tertiary
DEU,12.406,48.993,8056,tertiary
DEU,11.899,49.059,4250,tertiary
DEU,11.966,49.002,3639,tertiary
DEU,12.243,48.858,960,secondary
DEU,11.924,49.023,7933,tertiary
DEU,11.825,49.076,4439,tertiary
DEU,11.906,49.047,1385,tertiary
DEU,12.285,49.017,2160,tertiary
DEU,12.132,47.876,280000,tertiary
DEU,11.784,47.921,34025,tertiary
DEU,11.991,47.681,7400,tertiary
DEU,11.776,47.893,2163,tertiary
DEU,11.937,47.722,8000,tertiary
DEU,11.76,47.765,48000,tertiary
DEU,11.923,47.841,2823,tertiary
DEU,11.826,47.813,28153,tertiary
DEU,11.901,47.775,4000,tertiary
DEU,12.167,48.12,2947,tertiary
DEU,12.261,48.275,3417,secondary
DEU,12.522,48.365,6083,tertiary
DEU,12.27,48.294,2147,tertiary
DEU,12.477,48.248,3407,tertiary
DEU,12.365,48.251,1250,secondary
DEU,12.2,48.146,32482,tertiary
DEU,12.557,48.221,2409,secondary
DEU,12.422,48.203,42055,tertiary
DEU,12.285,48.155,4627,tertiary
DEU,12.544,48.238,20200,tertiary
DEU,12.429,48.26,17234,tertiary
DEU,12.199,47.606,8528,tertiary
DEU,12.006,47.934,3523,tertiary
DEU,12.264,47.946,2565,tertiary
DEU,12.016,47.798,6460,tertiary
DEU,12.138,47.993,3967,secondary
DEU,12.025,47.849,28800,tertiary
DEU,11.877,47.889,16000,tertiary
DEU,12.188,48.01,1767,secondary
DEU,12.133,47.792,4512,tertiary
DEU,12.025,47.955,2719,secondary
DEU,12.176,47.672,6498,tertiary
DEU,12.403,47.946,3788,tertiary
DEU,11.951,47.983,1214,secondary
DEU,12.177,47.954,2927,tertiary
DEU,12.127,47.81,23148,tertiary
DEU,12.309,47.999,2806,secondary
DEU,12.155,47.841,44603,tertiary
DEU,12.217,48.072,47971,tertiary
DEU,12.132,47.744,11417,tertiary
DEU,11.97,47.869,11117,tertiary
DEU,12.115,48.048,3683,secondary
DEU,12.154,47.845,65525,tertiary
DEU,11.989,48.079,14480,tertiary
DEU,12.012,47.987,5747,secondary
DEU,12.038,48.085,2749,tertiary
DEU,11.874,47.982,4073,tertiary
DEU,11.974,48.037,20800,tertiary
DEU,12.27,48.104,2280,tertiary
DEU,12.703,48.257,32113,tertiary
AUT,12.85,48.175,0,tertiary
DEU,12.615,48.136,13368,tertiary
DEU,12.86,48.248,5564,tertiary
DEU,12.6,48.247,18750,tertiary
DEU,12.604,48.3,2645,secondary
DEU,12.784,48.21,4668,tertiary
DEU,12.719,48.287,1911,tertiary
DEU,12.912,48.214,3762,tertiary
DEU,12.747,48.178,10944,tertiary
AUT,12.455,47.667,4750,tertiary
DEU,12.585,47.817,4171,tertiary
DEU,12.64,47.888,88778,tertiary
DEU,12.423,48.124,2495,tertiary
DEU,12.736,47.763,9667,tertiary
DEU,12.548,47.979,9653,tertiary
DEU,12.842,48.013,4481,tertiary
DEU,12.576,48.111,7583,tertiary
DEU,12.832,47.961,2244,tertiary
DEU,12.573,48.089,6962,tertiary
DEU,12.643,47.774,14163,tertiary
DEU,12.586,47.952,28908,tertiary
DEU,12.766,48.069,6810,tertiary
DEU,12.536,48.008,12666,tertiary
DEU,12.488,47.794,16304,tertiary
DEU,12.567,48.042,27314,tertiary
DEU,12.833,47.939,37919,tertiary
DEU,12.918,47.765,33134,tertiary
DEU,12.833,47.854,12156,tertiary
DEU,12.907,47.729,7483,tertiary
DEU,12.99,47.842,33882,tertiary
DEU,12.965,47.88,1602,secondary
DEU,13.038,47.703,2200,secondary
DEU,12.924,47.765,21569,tertiary
DEU,13.034,47.647,44725,tertiary
DEU,12.163,49.661,42900,tertiary
DEU,12.059,49.723,3887,tertiary
DEU,12.072,49.633,6291,tertiary
DEU,11.946,49.754,4727,tertiary
DEU,12.511,49.636,2801,secondary
DEU,12.511,49.586,5385,secondary
DEU,11.932,49.709,17443,tertiary
DEU,12.268,49.729,7872,tertiary
DEU,12.168,49.79,7805,tertiary
DEU,12.149,49.634,2555,tertiary
DEU,12.42,49.647,2755,tertiary
DEU,12.15,49.577,3270,secondary
DEU,11.735,49.746,3141,secondary
DEU,12.216,49.619,1989,tertiary
DEU,12.306,49.605,7252,tertiary
DEU,11.862,49.766,8983,tertiary
DEU,11.916,49.779,974,tertiary
DEU,11.769,49.796,1830,tertiary
DEU,12.171,49.712,15010,tertiary
DEU,12.314,50.006,10100,tertiary
DEU,12.295,49.784,3117,secondary
DEU,12.118,49.878,3017,secondary
DEU,12.222,50.0,4328,tertiary
DEU,12.108,49.823,3917,tertiary
DEU,11.888,49.85,35067,tertiary
DEU,11.972,49.914,1774,secondary
DEU,12.412,49.993,1436,secondary
DEU,12.214,49.885,5821,tertiary
DEU,12.421,49.81,1926,tertiary
DEU,12.07,49.834,3494,tertiary
DEU,12.253,49.954,21783,tertiary
DEU,12.309,49.882,14916,tertiary
DEU,12.385,49.59,3334,tertiary
DEU,11.927,49.25,3220,tertiary
DEU,11.623,49.702,7415,tertiary
DEU,12.015,49.551,2171,secondary
DEU,11.78,49.605,8899,tertiary
DEU,11.569,49.704,1623,tertiary
DEU,11.902,49.619,3454,tertiary
DEU,11.694,49.584,1641,secondary
DEU,11.8,49.629,5877,tertiary
DEU,11.967,49.466,2724,secondary
DEU,11.798,49.522,4730,secondary
DEU,11.914,49.378,170975,tertiary
DEU,11.701,49.365,1792,secondary
DEU,11.942,49.29,6667,tertiary
DEU,11.56,49.515,1627,tertiary
DEU,11.79,49.492,32395,tertiary
DEU,11.655,49.625,1397,secondary
DEU,11.967,49.545,4314,tertiary
DEU,11.937,49.388,1948,tertiary
DEU,12.379,49.476,916,secondary
DEU,12.082,49.279,1890,secondary
DEU,12.258,49.202,23871,tertiary
DEU,12.365,49.358,11484,tertiary
DEU,12.537,49.508,3547,secondary
DEU,12.112,49.422,1743,secondary
DEU,12.375,49.44,10683,tertiary
DEU,12.254,49.512,563,secondary
DEU,12.169,49.432,6833,tertiary
DEU,12.403,49.507,1291,secondary
DEU,12.016,49.202,11469,tertiary
DEU,12.063,49.219,8467,tertiary
DEU,12.129,49.36,34832,tertiary
DEU,12.084,49.283,72672,tertiary
DEU,12.062,49.392,2299,secondary
DEU,12.161,49.402,3036,tertiary
DEU,11.761,49.343,1532,secondary
DEU,12.174,49.477,3507,tertiary
DEU,12.161,49.531,10996,tertiary
DEU,11.54,47.779,44500,tertiary
DEU,11.36,47.663,10700,tertiary
DEU,11.562,47.697,15500,tertiary
DEU,11.395,47.721,6500,tertiary
DEU,11.429,47.928,70666,tertiary
DEU,11.419,47.861,8000,tertiary
DEU,11.564,47.844,1600,secondary
DEU,11.196,47.613,2150,secondary
DEU,11.057,47.605,7800,tertiary
DEU,11.081,47.664,6200,tertiary
DEU,11.013,47.693,1250,tertiary
DEU,11.138,47.718,2500,tertiary
DEU,11.024,47.627,1700,tertiary
DEU,11.212,47.635,4500,tertiary
DEU,11.15,47.565,5798,tertiary
DEU,11.1,47.512,51000,tertiary
DEU,11.225,47.668,25000,tertiary
DEU,11.277,47.475,19000,tertiary
DEU,10.96,47.901,3000,secondary
DEU,10.875,48.066,49534,tertiary
DEU,10.981,48.162,11000,tertiary
DEU,10.982,48.208,2400,secondary
DEU,10.939,48.13,7815,tertiary
DEU,11.127,48.081,94000,tertiary
DEU,10.924,47.886,2200,tertiary
DEU,11.01,47.786,3500,tertiary
DEU,10.919,47.815,20000,tertiary
DEU,10.857,47.709,2500,tertiary
DEU,11.084,47.783,14958,tertiary
DEU,10.931,47.823,17000,tertiary
DEU,11.412,47.759,32000,tertiary
DEU,11.144,47.856,32718,tertiary
DEU,10.861,48.114,13700,tertiary
DEU,11.108,47.784,5600,tertiary
DEU,11.362,48.014,70000,tertiary
DEU,7.14,49.593,7050,tertiary
DEU,7.301,49.536,1564,secondary
DEU,7.268,49.504,3400,tertiary
DEU,7.165,49.49,7650,tertiary
DEU,7.159,49.46,30500,tertiary
DEU,7.116,49.474,2350,secondary
DEU,7.129,49.49,9900,tertiary
DEU,7.166,49.428,2200,tertiary
DEU,7.173,49.391,12700,tertiary
DEU,7.259,49.414,3200,tertiary
DEU,7.027,49.401,40700,tertiary
DEU,6.999,49.415,12200,tertiary
DEU,6.932,49.413,23750,tertiary
DEU,7.162,49.35,24450,tertiary
DEU,7.179,49.369,9600,tertiary
DEU,7.228,49.342,61700,tertiary
DEU,7.159,49.341,6950,tertiary
DEU,7.117,49.311,3250,secondary
DEU,7.181,49.553,3964,tertiary
DEU,7.071,49.594,697,tertiary
DEU,7.211,49.376,2100,tertiary
DEU,6.983,49.335,3800,tertiary
DEU,7.04,49.31,26100,tertiary
DEU,6.915,49.318,34620,tertiary
DEU,6.88,49.278,24670,tertiary
DEU,7.003,49.263,52860,tertiary
DEU,6.923,49.242,158350,tertiary
DEU,7.027,49.211,133300,tertiary
DEU,7.087,49.188,10000,tertiary
DEU,7.286,49.339,4350,secondary
DEU,7.285,49.314,7800,tertiary
DEU,7.312,49.299,68550,tertiary
DEU,7.243,49.18,38600,tertiary
DEU,7.144,49.215,3800,tertiary
DEU,7.198,49.139,4300,tertiary
DEU,6.699,49.366,34810,tertiary
DEU,6.737,49.328,75150,tertiary
DEU,6.788,49.345,13250,tertiary
DEU,6.773,49.279,55350,tertiary
DEU,6.716,49.25,16850,tertiary
DEU,6.82,49.183,2000,tertiary
DEU,6.837,49.257,67000,tertiary
DEU,6.758,49.19,2800,tertiary
DEU,6.835,49.53,9550,tertiary
DEU,6.801,49.535,2200,secondary
LUX,6.364,49.515,6800,tertiary
DEU,6.524,49.529,1250,tertiary
DEU,6.535,49.496,5700,tertiary
DEU,6.591,49.506,5750,tertiary
DEU,6.786,49.501,10740,tertiary
DEU,6.867,49.55,2250,secondary
DEU,6.889,49.525,5620,tertiary
DEU,6.875,49.481,13350,tertiary
DEU,6.97,49.563,8200,tertiary
DEU,6.958,49.529,2400,secondary
DEU,6.98,49.453,11200,tertiary
DEU,6.624,49.456,50650,tertiary
DEU,6.898,49.569,2300,secondary
DEU,6.635,49.42,2150,secondary
DEU,6.666,49.387,25600,tertiary
DEU,6.756,49.41,3250,secondary
DEU,6.85,49.4,14450,tertiary
DEU,6.891,49.409,15500,tertiary
DEU,13.229,52.534,1454925,tertiary
DEU,13.453,52.613,879869,tertiary
DEU,13.496,52.434,1686561,tertiary
DEU,12.982,52.231,15897,tertiary
DEU,12.329,52.571,1308,tertiary
DEU,13.221,51.713,9565,tertiary
DEU,12.335,52.679,0,tertiary
DEU,13.294,51.88,2406,tertiary
DEU,14.124,52.847,1987,tertiary
DEU,12.688,52.418,10671,tertiary
DEU,14.269,52.195,11426,tertiary
DEU,13.781,52.965,5609,tertiary
DEU,13.104,52.0,18445,tertiary
DEU,11.727,53.158,5428,tertiary
DEU,13.705,51.926,16717,tertiary
DEU,12.91,52.418,25908,tertiary
DEU,12.604,52.147,9306,tertiary
DEU,13.056,52.766,11202,tertiary
DEU,13.759,51.461,17796,tertiary
DEU,12.739,52.318,4526,tertiary
DEU,11.461,53.095,3498,tertiary
DEU,13.628,52.774,5314,tertiary
DEU,13.398,52.845,16683,tertiary
DEU,13.586,52.732,2661,tertiary
DEU,13.931,51.941,13721,tertiary
DEU,13.93,51.87,16000,tertiary
DEU,13.159,52.114,26706,tertiary
DEU,13.277,52.292,25332,tertiary
DEU,14.134,52.908,4578,tertiary
DEU,13.324,53.196,3118,tertiary
DEU,14.566,52.56,6545,tertiary
DEU,12.208,53.333,2038,tertiary
DEU,13.206,51.458,4003,tertiary
DEU,13.643,52.484,151717,tertiary
DEU,12.883,52.631,14927,tertiary
DEU,12.549,52.602,3757,tertiary
DEU,12.807,52.952,30772,tertiary
DEU,12.447,52.866,22179,tertiary
DEU,12.687,52.093,3403,tertiary
DEU,14.118,53.148,2818,tertiary
DEU,14.413,51.85,10804,tertiary
DEU,11.847,53.056,14960,tertiary
DEU,14.029,51.659,4306,tertiary
DEU,13.027,52.441,65016,tertiary
DEU,13.853,53.328,26876,tertiary
DEU,12.458,52.506,3287,tertiary
DEU,12.145,53.162,17383,tertiary
DEU,12.322,52.63,33551,tertiary
DEU,13.907,52.526,4574,tertiary
DEU,12.751,52.461,30124,tertiary
DEU,12.991,52.45,7459,tertiary
DEU,12.43,52.417,80981,tertiary
DEU,13.363,51.724,3651,tertiary
DEU,13.154,53.023,20688,tertiary
DEU,13.218,51.806,3312,tertiary
DEU,14.263,53.052,34150,tertiary
DEU,14.398,52.542,10215,tertiary
DEU,13.649,51.671,3964,tertiary
DEU,14.369,51.578,23141,tertiary
DEU,13.206,52.395,180326,tertiary
DEU,13.964,51.492,26276,tertiary
DEU,13.935,52.279,20526,tertiary
DEU,14.102,51.911,3884,tertiary
DEU,12.722,52.217,11125,tertiary
DEU,13.439,53.053,15724,tertiary
DEU,13.611,52.122,2565,tertiary
DEU,14.206,52.113,3433,tertiary
DEU,13.245,52.229,6241,tertiary
DEU,12.877,52.107,8938,tertiary
DEU,13.304,51.611,8818,tertiary
DEU,14.072,51.802,10008,tertiary
DEU,12.648,52.661,5060,tertiary
DEU,13.088,52.616,170331,tertiary
DEU,14.157,51.828,13396,tertiary
DEU,12.701,52.911,2784,tertiary
DEU,13.731,52.619,8280,tertiary
DEU,12.449,52.104,4269,tertiary
DEU,13.4,51.545,3789,secondary
DEU,11.671,53.009,19955,tertiary
DEU,12.491,53.146,15489,tertiary
DEU,14.144,52.721,24654,tertiary
DEU,13.973,51.748,5378,tertiary
DEU,13.362,52.958,12395,tertiary
DEU,12.305,52.282,4747,tertiary
DEU,14.201,52.659,18606,tertiary
DEU,14.356,51.774,110017,tertiary
DEU,13.972,53.096,1961,tertiary
DEU,13.69,51.404,5805,tertiary
DEU,13.441,51.878,8334,tertiary
DEU,14.55,52.435,4952,tertiary
DEU,13.525,51.585,12529,tertiary
DEU,14.597,51.623,9060,tertiary
DEU,14.208,51.666,6062,tertiary
DEU,13.962,52.115,4496,tertiary
DEU,13.969,52.04,3851,tertiary
DEU,13.836,52.84,53185,tertiary
DEU,12.348,52.516,7132,tertiary
DEU,13.464,52.202,33024,tertiary
DEU,14.682,52.128,43126,tertiary
DEU,13.543,51.456,20568,tertiary
DEU,12.74,52.815,8681,tertiary
DEU,13.977,53.027,10329,tertiary
DEU,13.701,51.619,16786,tertiary
DEU,14.651,51.761,19080,tertiary
POL,14.551,52.37,64744,tertiary
DEU,13.387,51.523,9370,tertiary
DEU,14.24,52.111,5513,tertiary
DEU,13.231,53.146,5966,tertiary
DEU,14.009,52.377,46501,tertiary
DEU,14.406,53.216,4796,tertiary
DEU,11.95,52.969,4857,tertiary
DEU,13.765,53.163,3246,tertiary
DEU,12.357,52.181,1593,tertiary
DEU,13.533,52.052,3202,tertiary
DEU,13.892,51.464,15461,tertiary
DEU,14.034,51.577,16011,tertiary
DEU,13.241,52.861,7976,tertiary
DEU,12.277,53.0,2951,tertiary
DEU,13.346,52.137,2444,tertiary
DEU,13.439,54.116,90704,tertiary
DEU,13.242,53.568,64049,tertiary
DEU,12.096,54.104,267759,tertiary
DEU,11.358,53.523,185387,tertiary
DEU,13.101,54.298,72467,tertiary
DEU,11.44,53.906,66874,tertiary
DEU,11.925,54.116,52908,tertiary
DEU,11.779,54.064,7594,tertiary
DEU,11.678,54.03,4932,tertiary
DEU,12.197,54.179,4060,tertiary
DEU,12.382,54.081,3074,secondary
DEU,11.898,53.986,2300,tertiary
DEU,12.11,53.95,9115,tertiary
DEU,12.472,54.028,3964,secondary
DEU,13.254,53.681,3692,tertiary
DEU,13.277,53.779,1291,secondary
DEU,12.868,53.897,70629,tertiary
DEU,13.061,53.918,15740,tertiary
DEU,13.376,53.909,4945,tertiary
DEU,13.164,53.974,7075,tertiary
DEU,12.923,53.704,109322,tertiary
DEU,13.229,53.926,762,secondary
DEU,12.941,53.838,1434,secondary
DEU,12.015,53.837,21683,tertiary
DEU,12.283,53.687,5904,tertiary
DEU,12.711,53.974,2335,tertiary
DEU,12.122,53.818,38956,tertiary
DEU,12.355,53.946,9667,tertiary
DEU,12.599,53.771,28330,tertiary
DEU,11.009,53.519,39591,tertiary
DEU,10.763,53.384,22424,tertiary
DEU,11.504,53.258,22128,tertiary
DEU,11.177,53.426,112903,tertiary
DEU,11.069,53.305,3193,tertiary
DEU,11.312,53.182,6638,tertiary
DEU,11.578,53.374,5428,tertiary
DEU,11.433,53.468,3109,tertiary
DEU,13.424,53.52,1987,tertiary
DEU,13.591,53.695,4892,tertiary
DEU,12.812,53.257,5719,tertiary
DEU,13.044,53.391,22748,tertiary
DEU,12.973,53.275,6090,tertiary
DEU,13.578,53.456,2816,tertiary
DEU,13.431,53.385,3127,tertiary
DEU,12.42,53.496,13801,tertiary
DEU,12.925,53.518,1312,tertiary
DEU,13.107,53.514,1179,secondary
DEU,12.722,53.318,2370,tertiary
DEU,12.568,53.387,7726,tertiary
DEU,12.592,53.546,63922,tertiary
DEU,12.684,54.376,18934,tertiary
DEU,13.202,54.233,2007,tertiary
DEU,12.897,54.193,3252,tertiary
DEU,13.026,54.117,16087,tertiary
DEU,12.384,54.259,22987,tertiary
DEU,12.619,54.13,16576,tertiary
DEU,12.749,54.096,2942,tertiary
DEU,12.591,54.421,5849,tertiary
DEU,12.704,54.431,7911,tertiary
DEU,11.494,53.78,5411,tertiary
DEU,11.721,53.804,2512,tertiary
DEU,11.202,53.985,16266,tertiary
DEU,11.248,53.679,2586,tertiary
DEU,11.047,53.764,23294,tertiary
DEU,10.983,53.899,15013,tertiary
DEU,11.447,53.852,4931,tertiary
DEU,11.162,53.869,40118,tertiary
DEU,11.446,53.996,3870,tertiary
DEU,10.779,53.828,10862,tertiary
DEU,11.247,53.766,1976,tertiary
DEU,11.59,53.941,1727,tertiary
DEU,11.671,53.844,5548,tertiary
DEU,13.723,53.861,30394,tertiary
DEU,13.733,54.061,31281,tertiary
DEU,13.913,54.055,16899,tertiary
DEU,13.795,53.756,2146,tertiary
DEU,13.589,53.97,4551,tertiary
DEU,13.996,54.051,3772,tertiary
DEU,13.849,53.945,1901,tertiary
DEU,13.654,54.147,15108,tertiary
DEU,14.032,54.017,7455,tertiary
DEU,13.919,53.88,2051,tertiary
DEU,11.722,53.741,1731,tertiary
DEU,11.656,53.577,5158,tertiary
DEU,12.06,53.623,2571,tertiary
DEU,11.772,53.491,2552,tertiary
DEU,13.737,54.336,11698,tertiary
DEU,12.02,53.453,21670,tertiary
DEU,11.826,53.438,18225,tertiary
DEU,12.24,53.458,8312,tertiary
DEU,11.837,53.736,7938,tertiary
DEU,13.45,54.416,59357,tertiary
DEU,13.344,54.6,4912,tertiary
DEU,13.246,54.636,2072,tertiary
DEU,13.342,54.306,2954,tertiary
DEU,13.114,54.544,1924,tertiary
DEU,13.168,54.358,1213,tertiary
DEU,13.546,54.525,3188,secondary
DEU,14.063,53.7,15178,tertiary
DEU,13.893,53.655,2167,tertiary
DEU,14.197,53.464,7485,tertiary
DEU,13.995,53.516,9508,tertiary
DEU,14.258,53.328,2030,tertiary
DEU,13.793,53.508,4899,tertiary
DEU,14.028,53.661,7627,tertiary
DEU,14.8,51.031,4822,tertiary
DEU,14.168,51.12,16500,tertiary
DEU,14.54,51.407,2683,secondary
DEU,14.256,51.144,3200,secondary
DEU,14.269,51.096,5398,tertiary
DEU,14.33,51.083,2991,tertiary
DEU,14.605,50.943,100,secondary
DEU,12.32,51.55,36000,tertiary
DEU,12.433,51.117,2000,tertiary
DEU,13.064,51.13,32000,tertiary
DEU,12.888,51.65,3000,tertiary
DEU,13.039,50.697,2187,secondary
DEU,13.674,51.071,682000,tertiary
DEU,13.99,51.035,3379,tertiary
DEU,12.619,51.475,44200,tertiary
DEU,13.22,50.8,2988,tertiary
DEU,12.477,51.192,69000,tertiary
DEU,13.03,50.921,35500,tertiary
DEU,13.333,50.942,73000,tertiary
DEU,12.997,51.367,2891,tertiary
DEU,13.002,50.715,16200,tertiary
DEU,12.896,51.076,3900,secondary
DEU,13.486,51.291,25000,tertiary
DEU,13.427,51.191,105000,tertiary
DEU,13.041,50.869,19500,tertiary
DEU,12.876,50.712,17525,tertiary
DEU,13.082,50.743,11260,tertiary
DEU,12.456,50.87,17156,tertiary
DEU,13.192,50.743,4669,tertiary
DEU,12.997,50.608,66128,tertiary
DEU,12.865,50.57,2600,secondary
DEU,13.015,51.051,43711,tertiary
DEU,13.051,50.702,2030,secondary
DEU,12.841,50.752,2546,secondary
DEU,12.943,50.529,4700,tertiary
DEU,12.759,50.914,2000,tertiary
DEU,13.449,51.424,14395,tertiary
DEU,13.115,50.98,9850,tertiary
DEU,12.983,51.095,8500,tertiary
DEU,12.876,50.712,8003,tertiary
DEU,12.896,50.697,2700,secondary
DEU,12.952,51.262,2348,tertiary
DEU,13.075,51.237,3592,tertiary
DEU,12.622,51.42,7974,tertiary
DEU,12.675,51.053,8337,tertiary
DEU,12.751,51.249,26312,tertiary
DEU,12.527,51.353,50400,tertiary
DEU,12.795,51.145,4378,tertiary
DEU,13.112,50.816,2490,secondary
DEU,12.626,51.146,9668,tertiary
DEU,12.251,50.34,15300,tertiary
DEU,12.673,50.547,1935,tertiary
DEU,12.395,50.837,20967,tertiary
DEU,12.524,50.652,18500,tertiary
DEU,12.64,50.65,3883,tertiary
DEU,12.3,51.204,23264,tertiary
CZE,12.482,50.347,5085,tertiary
DEU,12.074,50.467,5100,tertiary
DEU,12.352,50.578,5000,tertiary
DEU,12.15,50.418,14400,tertiary
DEU,11.986,50.583,2700,tertiary
DEU,12.169,50.525,104000,tertiary
DEU,12.239,50.628,25540,tertiary
DEU,12.384,50.551,67000,tertiary
DEU,12.515,50.549,5545,tertiary
DEU,12.684,50.618,58841,tertiary
DEU,12.326,50.381,4075,tertiary
DEU,12.767,50.555,31992,tertiary
DEU,12.284,50.525,7736,tertiary
DEU,12.377,50.748,39300,tertiary
DEU,12.61,50.522,13426,tertiary
DEU,12.482,50.769,146967,tertiary
DEU,12.161,50.605,4000,tertiary
DEU,14.067,50.921,5499,tertiary
DEU,13.047,50.56,1961,secondary
DEU,13.777,50.961,14950,tertiary
DEU,12.6,50.663,1838,tertiary
DEU,12.728,50.441,4816,tertiary
DEU,12.65,50.507,1950,tertiary
DEU,12.496,50.798,33000,tertiary
DEU,12.898,51.506,13100,tertiary
DEU,13.143,51.471,6200,tertiary
DEU,12.953,51.158,5713,tertiary
DEU,12.528,51.071,7797,tertiary
DEU,13.395,50.852,9000,tertiary
DEU,13.98,50.994,3014,tertiary
DEU,12.713,51.364,4457,tertiary
DEU,12.762,50.973,5000,tertiary
DEU,13.179,50.655,15000,tertiary
DEU,12.355,51.294,33264,tertiary
DEU,12.204,51.303,18569,tertiary
DEU,13.07,50.609,3900,tertiary
DEU,12.992,50.987,20500,tertiary
DEU,12.794,50.742,19432,tertiary
DEU,12.748,50.877,29000,tertiary
DEU,13.286,51.062,6856,tertiary
DEU,14.162,51.031,14749,tertiary
DEU,14.13,50.927,9001,tertiary
DEU,13.79,50.852,2453,tertiary
DEU,13.355,51.308,9962,tertiary
DEU,12.991,50.429,4330,tertiary
DEU,13.637,50.964,6700,tertiary
DEU,13.309,50.668,18500,tertiary
DEU,13.122,51.314,13321,tertiary
DEU,13.166,51.207,1800,tertiary
DEU,14.07,51.377,4294,tertiary
DEU,14.325,51.314,2359,secondary
DEU,12.719,50.928,18900,tertiary
DEU,13.222,50.71,2690,secondary
DEU,13.706,50.974,105,tertiary
DEU,13.725,50.966,2640,tertiary
DEU,12.443,51.095,3600,tertiary
DEU,13.291,51.324,71167,tertiary
DEU,12.794,51.059,5618,tertiary
DEU,12.342,51.356,534242,tertiary
DEU,13.162,51.07,9200,tertiary
DEU,13.285,50.874,13700,tertiary
DEU,12.95,50.566,3850,secondary
DEU,14.227,50.966,12373,tertiary
DEU,13.428,50.64,3500,secondary
DEU,13.319,51.034,8500,tertiary
DEU,14.077,51.042,2616,tertiary
DEU,12.484,51.395,15427,tertiary
DEU,13.125,50.843,10000,tertiary
DEU,13.005,51.569,41300,tertiary
DEU,12.764,51.293,4853,tertiary
DEU,12.624,50.883,2250,secondary
DEU,12.593,50.876,550,secondary
DEU,13.016,51.08,12000,tertiary
DEU,12.555,50.846,95125,tertiary
DEU,13.527,51.062,18000,tertiary
DEU,12.773,50.943,31000,tertiary
DEU,12.717,51.379,15432,tertiary
DEU,12.759,50.798,2000,secondary
DEU,12.839,50.938,2000,secondary
POL,14.701,51.566,5117,tertiary
DEU,14.471,51.177,67516,tertiary
DEU,14.571,51.017,22000,tertiary
DEU,14.452,51.259,2500,tertiary
DEU,14.659,51.066,9730,tertiary
DEU,14.199,51.476,56644,tertiary
DEU,14.135,51.29,29131,tertiary
DEU,14.914,51.049,5065,tertiary
DEU,13.884,51.275,7102,tertiary
DEU,13.817,50.793,7400,tertiary
DEU,14.71,51.139,27203,tertiary
DEU,14.744,50.925,34837,tertiary
DEU,14.85,51.282,31728,tertiary
POL,15.001,51.169,87100,tertiary
POL,14.939,51.024,2900,secondary
DEU,13.812,51.177,17815,tertiary
DEU,13.901,51.128,73185,tertiary
DEU,13.718,51.223,15483,tertiary
DEU,13.964,51.258,17126,tertiary
DEU,14.767,51.134,5403,tertiary
DEU,14.459,51.099,36856,tertiary
DEU,14.967,51.368,7529,tertiary
DEU,13.961,51.333,1823,tertiary
DEU,13.656,50.931,14748,tertiary
DEU,14.602,51.521,24760,tertiary
DEU,14.235,51.394,9800,tertiary
POL,14.832,50.894,86575,tertiary
DEU,13.224,50.659,2000,secondary
DEU,12.348,51.487,6793,tertiary
DEU,12.892,50.884,300000,tertiary
DEU,12.569,51.593,10000,tertiary
DEU,12.209,51.86,101871,tertiary
DEU,11.952,51.932,86100,tertiary
DEU,12.06,52.118,4348,tertiary
DEU,12.4,51.816,31476,tertiary
DEU,12.428,51.878,12825,tertiary
DEU,12.338,51.962,2003,secondary
DEU,12.223,51.9,1556,tertiary
