ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
PYF,French Polynesia,total,Sanitation,2022,2.99662,9178.01446,Unimproved
PYF,French Polynesia,total,Drinking water,2022,0,0,Unimproved
QAT,Qatar,total,Sanitation,2022,0,0,Basic service
QAT,Qatar,total,Drinking water,2022,3.33416,89859.57285,Basic service
QAT,Qatar,total,Sanitation,2022,0,0,Limited service
QAT,Qatar,total,Drinking water,2022,0,0,Limited service
QAT,Qatar,total,Sanitation,2022,0.06345,1710.18741,Open defecation
QAT,Qatar,total,Drinking water,2022,0,0,Surface water
QAT,Qatar,total,Sanitation,2022,99.93655,2693411.81259,Safely managed service
QAT,Qatar,total,Drinking water,2022,96.65482,2604965.21166,Safely managed service
QAT,Qatar,total,Sanitation,2022,0,0,Unimproved
QAT,Qatar,total,Drinking water,2022,0.01103,297.21423,Unimproved
REU,Réunion,total,Sanitation,2022,22.78144,221903.07911,Basic service
REU,Réunion,total,Drinking water,2022,4.18986,40811.37668,Basic service
REU,Réunion,total,Sanitation,2022,0,0,Limited service
REU,Réunion,total,Drinking water,2022,0,0,Limited service
REU,Réunion,total,Sanitation,2022,0,0,Open defecation
REU,Réunion,total,Drinking water,2022,0,0,Surface water
REU,Réunion,total,Sanitation,2022,76.69335,747033.09775,Safely managed service
REU,Réunion,total,Drinking water,2022,95.75359,932689.80556,Safely managed service
REU,Réunion,total,Sanitation,2022,0.52521,5115.82868,Unimproved
REU,Réunion,total,Drinking water,2022,0.05655,550.81875,Unimproved
ROU,Romania,rural,Sanitation,2022,77.3954,6924666.15041,At least basic
ROU,Romania,urban,Sanitation,2022,97.37894,10431366.60078,At least basic
ROU,Romania,total,Sanitation,2022,0.70735,139060.70704,Basic service
ROU,Romania,total,Drinking water,2022,17.92767,3524449.16877,Basic service
ROU,Romania,rural,Drinking water,2022,33.34993,2983861.58278,Basic service
ROU,Romania,urban,Drinking water,2022,5.0465,540587.60652,Basic service
ROU,Romania,total,Sanitation,2022,0.26279,51662.16443,Limited service
ROU,Romania,rural,Sanitation,2022,0.45688,40877.60419,Limited service
ROU,Romania,urban,Sanitation,2022,0.10068,10784.56097,Limited service
ROU,Romania,total,Drinking water,2022,0,0,Limited service
ROU,Romania,rural,Drinking water,2022,0,0,Limited service
ROU,Romania,urban,Drinking water,2022,0,0,Limited service
ROU,Romania,total,Sanitation,2022,0,0,Open defecation
ROU,Romania,rural,Sanitation,2022,0,0,Open defecation
ROU,Romania,urban,Sanitation,2022,0,0,Open defecation
ROU,Romania,total,Drinking water,2022,0,0,Surface water
ROU,Romania,rural,Drinking water,2022,0,0,Surface water
ROU,Romania,urban,Drinking water,2022,0,0,Surface water
ROU,Romania,total,Sanitation,2022,87.57687,17216971.67201,Safely managed service
ROU,Romania,total,Drinking water,2022,82.07232,16134817.473,Safely managed service
ROU,Romania,rural,Drinking water,2022,66.65007,5963267.41949,Safely managed service
ROU,Romania,urban,Drinking water,2022,94.9535,10171550.40531,Safely managed service
ROU,Romania,total,Sanitation,2022,11.45298,2251572.45364,Unimproved
ROU,Romania,rural,Sanitation,2022,22.14772,1981585.2454,Unimproved
ROU,Romania,urban,Sanitation,2022,2.52038,269986.83825,Unimproved
ROU,Romania,total,Drinking water,2022,0,0.39844,Unimproved
ROU,Romania,rural,Drinking water,2022,0,0,Unimproved
ROU,Romania,urban,Drinking water,2022,0,0,Unimproved
RUS,Russian Federation,rural,Sanitation,2022,71.42686,25710807.98412,At least basic
RUS,Russian Federation,rural,Drinking water,2022,91.50164,32936921.46294,At least basic
RUS,Russian Federation,urban,Drinking water,2022,98.88918,107509661.72048,At least basic
RUS,Russian Federation,total,Sanitation,2022,28.21418,40829669.36495,Basic service
RUS,Russian Federation,urban,Sanitation,2022,31.1377,33852078.22161,Basic service
RUS,Russian Federation,total,Drinking water,2022,20.81849,30127128.22492,Basic service
RUS,Russian Federation,total,Sanitation,2022,0,0,Limited service
RUS,Russian Federation,rural,Sanitation,2022,0,0,Limited service
RUS,Russian Federation,urban,Sanitation,2022,0,0,Limited service
RUS,Russian Federation,total,Drinking water,2022,0.61716,893110.54028,Limited service
RUS,Russian Federation,rural,Drinking water,2022,1.58243,569611.05277,Limited service
RUS,Russian Federation,urban,Drinking water,2022,0.29756,323499.48361,Limited service
RUS,Russian Federation,total,Sanitation,2022,0,0,Open defecation
RUS,Russian Federation,rural,Sanitation,2022,0,0,Open defecation
RUS,Russian Federation,urban,Sanitation,2022,0,0,Open defecation
RUS,Russian Federation,urban,Drinking water,2022,0.2,217434.64,Surface water
RUS,Russian Federation,total,Sanitation,2022,61.20435,88570842.89439,Safely managed service
RUS,Russian Federation,urban,Sanitation,2022,64.23781,69837626.47328,Safely managed service
RUS,Russian Federation,total,Drinking water,2022,76.23311,110319455.70527,Safely managed service
RUS,Russian Federation,total,Sanitation,2022,10.58147,15312801.03993,Unimproved
RUS,Russian Federation,rural,Sanitation,2022,28.57314,10285184.01588,Unimproved
RUS,Russian Federation,urban,Sanitation,2022,4.62448,5027615.45603,Unimproved
RUS,Russian Federation,total,Drinking water,2022,2.33124,3373619.79571,Unimproved
RUS,Russian Federation,rural,Drinking water,2022,6.91594,2489459.48429,Unimproved
RUS,Russian Federation,urban,Drinking water,2022,0.61326,666724.15591,Unimproved
RWA,Rwanda,total,Sanitation,2022,73.82645,10170846.4383,At least basic
RWA,Rwanda,urban,Sanitation,2022,53.57265,1307905.92114,At least basic
RWA,Rwanda,total,Drinking water,2022,65.10088,8968751.36712,At least basic
RWA,Rwanda,rural,Drinking water,2022,60.13957,6817017.99284,At least basic
RWA,Rwanda,total,Hygiene,2022,18.40201,2535189.0471,Basic service
RWA,Rwanda,rural,Hygiene,2022,16.03359,1817460.49019,Basic service
RWA,Rwanda,urban,Hygiene,2022,29.39861,717728.58403,Basic service
RWA,Rwanda,rural,Sanitation,2022,20.333,2304812.89873,Basic service
RWA,Rwanda,urban,Drinking water,2022,33.54853,819043.26527,Basic service
RWA,Rwanda,total,Hygiene,2022,42.84666,5902854.78947,Limited service
RWA,Rwanda,rural,Hygiene,2022,43.98772,4986152.70015,Limited service
RWA,Rwanda,urban,Hygiene,2022,37.54869,916702.10009,Limited service
RWA,Rwanda,total,Sanitation,2022,13.96041,1923282.9383,Limited service
RWA,Rwanda,rural,Sanitation,2022,8.8243,1000263.64068,Limited service
RWA,Rwanda,urban,Sanitation,2022,37.80745,923019.34449,Limited service
RWA,Rwanda,total,Drinking water,2022,19.32451,2662279.19593,Limited service
RWA,Rwanda,rural,Drinking water,2022,21.9221,2484942.56838,Limited service
RWA,Rwanda,urban,Drinking water,2022,7.26382,177336.61601,Limited service
RWA,Rwanda,total,Hygiene,2022,38.75134,5338654.41376,No handwashing facility
RWA,Rwanda,rural,Hygiene,2022,39.97869,4531715.73379,No handwashing facility
RWA,Rwanda,urban,Hygiene,2022,33.05269,806938.12014,No handwashing facility
RWA,Rwanda,total,Sanitation,2022,1.85917,256131.66572,Open defecation
RWA,Rwanda,rural,Sanitation,2022,1.98831,225381.93134,Open defecation
RWA,Rwanda,urban,Sanitation,2022,1.25953,30749.73422,Open defecation
RWA,Rwanda,total,Drinking water,2022,5.25657,724182.12752,Surface water
RWA,Rwanda,rural,Drinking water,2022,6.03322,683885.6977,Surface water
RWA,Rwanda,urban,Drinking water,2022,1.65057,40296.42613,Surface water
RWA,Rwanda,rural,Sanitation,2022,57.85564,6558127.5864,Safely managed service
RWA,Rwanda,urban,Drinking water,2022,54.58783,1332690.15407,Safely managed service
RWA,Rwanda,total,Sanitation,2022,10.35398,1426436.95767,Unimproved
RWA,Rwanda,rural,Sanitation,2022,10.99874,1246742.91113,Unimproved
RWA,Rwanda,urban,Sanitation,2022,7.36037,179693.80015,Unimproved
RWA,Rwanda,total,Drinking water,2022,10.31804,1421485.30943,Unimproved
RWA,Rwanda,rural,Drinking water,2022,11.9051,1349482.74108,Unimproved
RWA,Rwanda,urban,Drinking water,2022,2.94926,72002.31452,Unimproved
SAU,Saudi Arabia,rural,Sanitation,2022,92.2225,5127563.16109,At least basic
SAU,Saudi Arabia,total,Drinking water,2022,98.64976,35917212.89922,At least basic
SAU,Saudi Arabia,rural,Drinking water,2022,100,5559991.5,At least basic
SAU,Saudi Arabia,urban,Drinking water,2022,98.4064,30357221.07699,At least basic
SAU,Saudi Arabia,total,Sanitation,2022,15.42417,5615758.8189,Basic service
SAU,Saudi Arabia,urban,Sanitation,2022,13.56098,4183404.22952,Basic service
SAU,Saudi Arabia,total,Sanitation,2022,4.35193,1584487.08165,Limited service
SAU,Saudi Arabia,rural,Sanitation,2022,7.4775,415748.36441,Limited service
SAU,Saudi Arabia,urban,Sanitation,2022,3.7886,1168738.69761,Limited service
SAU,Saudi Arabia,total,Drinking water,2022,0.67241,244816.3,Limited service
SAU,Saudi Arabia,rural,Drinking water,2022,0,0,Limited service
SAU,Saudi Arabia,urban,Drinking water,2022,0.7936,244816.29901,Limited service
SAU,Saudi Arabia,total,Sanitation,2022,0,0,Open defecation
SAU,Saudi Arabia,rural,Sanitation,2022,0,0,Open defecation
SAU,Saudi Arabia,urban,Sanitation,2022,0,0,Open defecation
SAU,Saudi Arabia,total,Drinking water,2022,0,0,Surface water
SAU,Saudi Arabia,rural,Drinking water,2022,0,0,Surface water
SAU,Saudi Arabia,urban,Drinking water,2022,0,0,Surface water
SAU,Saudi Arabia,total,Sanitation,2022,79.9239,29099347.3601,Safely managed service
SAU,Saudi Arabia,urban,Sanitation,2022,82.35042,25404138.60584,Safely managed service
SAU,Saudi Arabia,total,Sanitation,2022,0.3,109226.63525,Unimproved
SAU,Saudi Arabia,rural,Sanitation,2022,0.3,16679.9745,Unimproved
SAU,Saudi Arabia,urban,Sanitation,2022,0.3,92546.484,Unimproved
SAU,Saudi Arabia,total,Drinking water,2022,0.67783,246790.80078,Unimproved
SAU,Saudi Arabia,rural,Drinking water,2022,0,0,Unimproved
SAU,Saudi Arabia,urban,Drinking water,2022,0.8,246790.624,Unimproved
SDN,Sudan,total,Drinking water,2022,64.92008,30430768.54402,At least basic
SDN,Sudan,rural,Drinking water,2022,59.71634,17926913.52601,At least basic
SDN,Sudan,urban,Drinking water,2022,74.18884,12503854.39681,At least basic
SDN,Sudan,total,Hygiene,2022,10.76258,5044874.63127,Basic service
SDN,Sudan,total,Drinking water,2022,28.86089,13528314.18447,Limited service
SDN,Sudan,rural,Drinking water,2022,30.82143,9252628.21148,Limited service
SDN,Sudan,urban,Drinking water,2022,25.36883,4275685.63218,Limited service
SDN,Sudan,total,Drinking water,2022,2.27087,1064450.45914,Surface water
SDN,Sudan,rural,Drinking water,2022,3.29746,989900.44812,Surface water
SDN,Sudan,urban,Drinking water,2022,0.44233,74549.97101,Surface water
SDN,Sudan,total,Drinking water,2022,3.94816,1850670.81237,Unimproved
SDN,Sudan,rural,Drinking water,2022,6.16477,1850671.81439,Unimproved
SDN,Sudan,urban,Drinking water,2022,0,0,Unimproved
SEN,Senegal,total,Hygiene,2022,22.24601,3852218.27431,Basic service
SEN,Senegal,rural,Hygiene,2022,10.30122,908206.72275,Basic service
SEN,Senegal,urban,Hygiene,2022,34.63562,2944011.4929,Basic service
SEN,Senegal,total,Sanitation,2022,46.12231,7986746.39932,Basic service
SEN,Senegal,rural,Sanitation,2022,36.35583,3205310.42601,Basic service
SEN,Senegal,urban,Sanitation,2022,56.25251,4781436.03057,Basic service
SEN,Senegal,total,Drinking water,2022,59.55718,10313189.1009,Basic service
SEN,Senegal,rural,Drinking water,2022,64.3224,5670982.72678,Basic service
SEN,Senegal,urban,Drinking water,2022,54.6145,4642206.12681,Basic service
SEN,Senegal,total,Hygiene,2022,21.43317,3711463.65081,Limited service
SEN,Senegal,rural,Hygiene,2022,20.44199,1802267.60007,Limited service
SEN,Senegal,urban,Hygiene,2022,22.46126,1909196.00302,Limited service
SEN,Senegal,total,Sanitation,2022,17.20928,2980035.56274,Limited service
SEN,Senegal,rural,Sanitation,2022,9.56485,843284.32594,Limited service
SEN,Senegal,urban,Sanitation,2022,25.13839,2136751.19276,Limited service
SEN,Senegal,total,Drinking water,2022,2.73096,472905.04488,Limited service
SEN,Senegal,rural,Drinking water,2022,4.64008,409092.12392,Limited service
SEN,Senegal,urban,Drinking water,2022,0.75074,63812.91658,Limited service
SEN,Senegal,total,Hygiene,2022,56.32083,9752767.36767,No handwashing facility
SEN,Senegal,rural,Hygiene,2022,69.25679,6106022.82685,No handwashing facility
SEN,Senegal,urban,Hygiene,2022,42.90312,3646744.44785,No handwashing facility
SEN,Senegal,total,Sanitation,2022,7.70624,1334447.29362,Open defecation
SEN,Senegal,rural,Sanitation,2022,14.09843,1242987.38882,Open defecation
SEN,Senegal,urban,Sanitation,2022,1.076,91459.89329,Open defecation
SEN,Senegal,total,Drinking water,2022,0.16856,29188.68222,Surface water
SEN,Senegal,rural,Drinking water,2022,0.33107,29188.68199,Surface water
SEN,Senegal,urban,Drinking water,2022,0,0,Surface water
SEN,Senegal,total,Sanitation,2022,14.0616,2434970.17233,Safely managed service
SEN,Senegal,rural,Sanitation,2022,14.19915,1251867.22508,Safely managed service
SEN,Senegal,urban,Sanitation,2022,13.91894,1183102.9166,Safely managed service
SEN,Senegal,total,Drinking water,2022,26.69259,4622208.80605,Safely managed service
SEN,Senegal,rural,Drinking water,2022,12.64992,1115280.05951,Safely managed service
SEN,Senegal,urban,Drinking water,2022,41.25822,3506928.6764,Safely managed service
SEN,Senegal,total,Sanitation,2022,14.90057,2580249.52502,Unimproved
SEN,Senegal,rural,Sanitation,2022,25.78176,2273047.79951,Unimproved
SEN,Senegal,urban,Sanitation,2022,3.61416,307201.92077,Unimproved
SEN,Senegal,total,Drinking water,2022,10.85071,1878957.17443,Unimproved
SEN,Senegal,rural,Drinking water,2022,18.05653,1591953.09539,Unimproved
SEN,Senegal,urban,Drinking water,2022,3.37654,287004.28008,Unimproved
SGP,Singapore,total,Sanitation,2022,0,0,Basic service
SGP,Singapore,urban,Sanitation,2022,0,0,Basic service
SGP,Singapore,total,Drinking water,2022,0,0,Basic service
SGP,Singapore,urban,Drinking water,2022,0,0,Basic service
SGP,Singapore,total,Sanitation,2022,0,0,Limited service
SGP,Singapore,urban,Sanitation,2022,0,0,Limited service
SGP,Singapore,total,Drinking water,2022,0,0,Limited service
SGP,Singapore,urban,Drinking water,2022,0,0,Limited service
SGP,Singapore,total,Sanitation,2022,0,0,Open defecation
SGP,Singapore,urban,Sanitation,2022,0,0,Open defecation
SGP,Singapore,total,Drinking water,2022,0,0,Surface water
SGP,Singapore,urban,Drinking water,2022,0,0,Surface water
SGP,Singapore,total,Sanitation,2022,100,5975689,Safely managed service
SGP,Singapore,urban,Sanitation,2022,100,5975689,Safely managed service
SGP,Singapore,total,Drinking water,2022,100,5975689,Safely managed service
SGP,Singapore,urban,Drinking water,2022,100,5975689,Safely managed service
SGP,Singapore,total,Sanitation,2022,0,0,Unimproved
SGP,Singapore,urban,Sanitation,2022,0,0,Unimproved
SGP,Singapore,total,Drinking water,2022,0,0,Unimproved
SGP,Singapore,urban,Drinking water,2022,0,0,Unimproved
SHN,Saint Helena,total,Sanitation,2022,100,5374,At least basic
SHN,Saint Helena,total,Drinking water,2022,9.87036,530.43317,Basic service
SHN,Saint Helena,total,Sanitation,2022,0,0,Limited service
SHN,Saint Helena,total,Drinking water,2022,0,0,Limited service
SHN,Saint Helena,total,Sanitation,2022,0,0,Open defecation
SHN,Saint Helena,total,Drinking water,2022,0,0,Surface water
SHN,Saint Helena,total,Drinking water,2022,89.22964,4795.20085,Safely managed service
SHN,Saint Helena,total,Sanitation,2022,0,0,Unimproved
SHN,Saint Helena,total,Drinking water,2022,0.9,48.366,Unimproved
SLB,Solomon Islands,rural,Sanitation,2022,20.62361,111156.08027,At least basic
SLB,Solomon Islands,rural,Drinking water,2022,59.40527,320179.54047,At least basic
SLB,Solomon Islands,rural,Hygiene,2022,28.40395,153090.21347,Basic service
SLB,Solomon Islands,rural,Sanitation,2022,1.96992,10617.37433,Limited service
SLB,Solomon Islands,rural,Drinking water,2022,6.52852,35187.11034,Limited service
SLB,Solomon Islands,rural,Sanitation,2022,77.40647,417201.5454,Unimproved
SLB,Solomon Islands,rural,Drinking water,2022,34.06621,183608.34919,Unimproved
SLE,Sierra Leone,total,Hygiene,2022,17.83658,1534965.96864,Basic service
SLE,Sierra Leone,rural,Hygiene,2022,15.29392,739269.19279,Basic service
SLE,Sierra Leone,urban,Hygiene,2022,21.09498,795696.86404,Basic service
SLE,Sierra Leone,total,Sanitation,2022,7.53173,648159.86974,Basic service
SLE,Sierra Leone,rural,Sanitation,2022,4.05256,195890.31148,Basic service
SLE,Sierra Leone,urban,Sanitation,2022,11.99027,452269.61433,Basic service
SLE,Sierra Leone,total,Drinking water,2022,55.0777,4739831.34959,Basic service
SLE,Sierra Leone,rural,Drinking water,2022,45.34634,2191927.08896,Basic service
SLE,Sierra Leone,urban,Drinking water,2022,67.54834,2547904.66802,Basic service
SLE,Sierra Leone,total,Hygiene,2022,12.3898,1066231.39658,Limited service
SLE,Sierra Leone,rural,Hygiene,2022,11.97752,578962.86119,Limited service
SLE,Sierra Leone,urban,Hygiene,2022,12.91814,487268.5997,Limited service
SLE,Sierra Leone,total,Sanitation,2022,34.28313,2950309.66733,Limited service
SLE,Sierra Leone,rural,Sanitation,2022,24.0734,1163646.86593,Limited service
SLE,Sierra Leone,urban,Sanitation,2022,47.36681,1786662.95891,Limited service
SLE,Sierra Leone,total,Drinking water,2022,7.43471,639810.56155,Limited service
SLE,Sierra Leone,rural,Drinking water,2022,4.9185,237747.67175,Limited service
SLE,Sierra Leone,urban,Drinking water,2022,10.65922,402062.92328,Limited service
SLE,Sierra Leone,total,Hygiene,2022,69.77361,6004520.37113,No handwashing facility
SLE,Sierra Leone,rural,Hygiene,2022,72.72856,3515513.9276,No handwashing facility
SLE,Sierra Leone,urban,Hygiene,2022,65.98688,2489006.73872,No handwashing facility
SLE,Sierra Leone,total,Sanitation,2022,16.42946,1413873.4121,Open defecation
SLE,Sierra Leone,rural,Sanitation,2022,25.96069,1254873.63954,Open defecation
SLE,Sierra Leone,urban,Sanitation,2022,4.2153,158999.88056,Open defecation
SLE,Sierra Leone,total,Drinking water,2022,10.50069,903659.91182,Surface water
SLE,Sierra Leone,rural,Drinking water,2022,17.36368,839316.40751,Surface water
SLE,Sierra Leone,urban,Drinking water,2022,1.70583,64343.57507,Surface water
SLE,Sierra Leone,total,Sanitation,2022,15.38745,1324200.73804,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2022,9.81777,474566.1969,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2022,22.52494,849634.60961,Safely managed service
SLE,Sierra Leone,total,Drinking water,2022,10.26242,883154.80834,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2022,8.71207,421119.10072,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2022,12.24918,462035.75816,Safely managed service
SLE,Sierra Leone,total,Sanitation,2022,26.36822,2269174.30419,Unimproved
SLE,Sierra Leone,rural,Sanitation,2022,36.09559,1744768.98387,Unimproved
SLE,Sierra Leone,urban,Sanitation,2022,13.90268,524405.25452,Unimproved
SLE,Sierra Leone,total,Drinking water,2022,16.72448,1439261.23989,Unimproved
SLE,Sierra Leone,rural,Drinking water,2022,23.65941,1143635.79322,Unimproved
SLE,Sierra Leone,urban,Drinking water,2022,7.83742,295625.32379,Unimproved
SLV,El Salvador,total,Sanitation,2022,87.55278,5547687.58546,At least basic
SLV,El Salvador,rural,Sanitation,2022,77.44783,1238283.86199,At least basic
SLV,El Salvador,total,Drinking water,2022,98.59316,6247249.10211,At least basic
SLV,El Salvador,rural,Drinking water,2022,94.4246,1509718.9076,At least basic
SLV,El Salvador,urban,Sanitation,2022,73.56818,3485314.42122,Basic service
SLV,El Salvador,urban,Drinking water,2022,21.42914,1015211.94055,Basic service
SLV,El Salvador,total,Sanitation,2022,12.01586,761371.90346,Limited service
SLV,El Salvador,rural,Sanitation,2022,20.84267,333245.43565,Limited service
SLV,El Salvador,urban,Sanitation,2022,9.03691,428126.46052,Limited service
SLV,El Salvador,total,Drinking water,2022,0.19898,12608.28472,Limited service
SLV,El Salvador,rural,Drinking water,2022,0.78858,12608.28538,Limited service
SLV,El Salvador,urban,Drinking water,2022,0,0,Limited service
SLV,El Salvador,total,Sanitation,2022,0,0,Open defecation
SLV,El Salvador,rural,Sanitation,2022,0,0,Open defecation
SLV,El Salvador,urban,Sanitation,2022,0,0,Open defecation
SLV,El Salvador,total,Drinking water,2022,1.20786,76534.70301,Surface water
SLV,El Salvador,rural,Drinking water,2022,4.78682,76534.70702,Surface water
SLV,El Salvador,urban,Drinking water,2022,0,0,Surface water
SLV,El Salvador,urban,Sanitation,2022,17.39491,824088.97455,Safely managed service
SLV,El Salvador,urban,Drinking water,2022,78.57086,3722318.08292,Safely managed service
SLV,El Salvador,total,Sanitation,2022,0.43136,27332.51108,Unimproved
SLV,El Salvador,rural,Sanitation,2022,1.7095,27332.60236,Unimproved
SLV,El Salvador,urban,Sanitation,2022,0,0,Unimproved
SLV,El Salvador,total,Drinking water,2022,0,0,Unimproved
SLV,El Salvador,rural,Drinking water,2022,0,0,Unimproved
SLV,El Salvador,urban,Drinking water,2022,0,0,Unimproved
SMR,San Marino,total,Sanitation,2022,9.8075,3301.20446,Basic service
SMR,San Marino,total,Drinking water,2022,0,0,Basic service
SMR,San Marino,total,Sanitation,2022,0,0,Limited service
SMR,San Marino,total,Drinking water,2022,0,0,Limited service
SMR,San Marino,total,Sanitation,2022,0,0,Open defecation
SMR,San Marino,total,Drinking water,2022,0,0,Surface water
SMR,San Marino,total,Sanitation,2022,90.1925,30358.7955,Safely managed service
SMR,San Marino,total,Drinking water,2022,100,33660,Safely managed service
SMR,San Marino,total,Sanitation,2022,0,0,Unimproved
SMR,San Marino,total,Drinking water,2022,0,0,Unimproved
SOM,Somalia,total,Drinking water,2022,58.2595,10252222.46207,At least basic
SOM,Somalia,rural,Drinking water,2022,38.6454,3582298.82707,At least basic
SOM,Somalia,urban,Drinking water,2022,80.09183,6669923.85767,At least basic
SOM,Somalia,total,Hygiene,2022,25.09764,4416559.98131,Basic service
SOM,Somalia,rural,Hygiene,2022,19.0097,1762135.77294,Basic service
SOM,Somalia,urban,Hygiene,2022,31.87408,2654424.29557,Basic service
SOM,Somalia,total,Sanitation,2022,8.01375,1410220.55119,Basic service
SOM,Somalia,rural,Sanitation,2022,4.03713,374228.327,Basic service
SOM,Somalia,urban,Sanitation,2022,12.4401,1035992.26719,Basic service
SOM,Somalia,total,Hygiene,2022,54.39149,9571548.79642,Limited service
SOM,Somalia,rural,Hygiene,2022,55.18374,5115347.8191,Limited service
SOM,Somalia,urban,Hygiene,2022,53.50965,4456201.11462,Limited service
SOM,Somalia,total,Sanitation,2022,16.99057,2989917.97955,Limited service
SOM,Somalia,rural,Sanitation,2022,8.9497,829606.77894,Limited service
SOM,Somalia,urban,Sanitation,2022,25.94082,2160311.27412,Limited service
SOM,Somalia,total,Drinking water,2022,28.39217,4996315.95942,Limited service
SOM,Somalia,rural,Drinking water,2022,38.19447,3540499.39797,Limited service
SOM,Somalia,urban,Drinking water,2022,17.48131,1455816.59843,Limited service
SOM,Somalia,total,Hygiene,2022,20.51087,3609402.26526,No handwashing facility
SOM,Somalia,rural,Hygiene,2022,25.80656,2392181.35428,No handwashing facility
SOM,Somalia,urban,Hygiene,2022,14.61627,1217220.62082,No handwashing facility
SOM,Somalia,total,Sanitation,2022,21.31905,3751622.3059,Open defecation
SOM,Somalia,rural,Sanitation,2022,40.31213,3736799.31702,Open defecation
SOM,Somalia,urban,Sanitation,2022,0.17799,14822.97365,Open defecation
SOM,Somalia,total,Drinking water,2022,1.45886,256723.05521,Surface water
SOM,Somalia,rural,Drinking water,2022,2.7695,256723.05412,Surface water
SOM,Somalia,urban,Drinking water,2022,0,0,Surface water
SOM,Somalia,total,Sanitation,2022,32.56205,5730110.83466,Safely managed service
SOM,Somalia,rural,Sanitation,2022,21.82336,2022952.76197,Safely managed service
SOM,Somalia,urban,Sanitation,2022,44.51521,3707158.19632,Safely managed service
SOM,Somalia,total,Sanitation,2022,21.11457,3715639.2979,Unimproved
SOM,Somalia,rural,Sanitation,2022,24.87768,2306077.82997,Unimproved
SOM,Somalia,urban,Sanitation,2022,16.92588,1409561.25064,Unimproved
SOM,Somalia,total,Drinking water,2022,11.88946,2092249.52331,Unimproved
SOM,Somalia,rural,Drinking water,2022,20.39064,1890143.72084,Unimproved
SOM,Somalia,urban,Drinking water,2022,2.42686,202105.5439,Unimproved
SPM,Saint Pierre and Miquelon,total,Sanitation,2022,99.92035,5857.33111,At least basic
SPM,Saint Pierre and Miquelon,total,Sanitation,2022,0,0,Limited service
SPM,Saint Pierre and Miquelon,total,Sanitation,2022,0,0,Open defecation
SPM,Saint Pierre and Miquelon,total,Sanitation,2022,0.07965,4.66889,Unimproved
SRB,Serbia,total,Sanitation,2022,72.52297,5237148.52469,Basic service
SRB,Serbia,rural,Sanitation,2022,66.24722,2063175.68618,Basic service
SRB,Serbia,urban,Sanitation,2022,77.2819,3173972.98107,Basic service
SRB,Serbia,total,Drinking water,2022,20.60289,1487809.88851,Basic service
SRB,Serbia,rural,Drinking water,2022,29.49346,918532.04049,Basic service
SRB,Serbia,urban,Drinking water,2022,13.86114,569277.80456,Basic service
SRB,Serbia,total,Sanitation,2022,0,0,Limited service
SRB,Serbia,rural,Sanitation,2022,0,0,Limited service
SRB,Serbia,urban,Sanitation,2022,0,0,Limited service
SRB,Serbia,total,Drinking water,2022,3.87044,279498.36536,Limited service
SRB,Serbia,rural,Drinking water,2022,3.33478,103856.93806,Limited service
SRB,Serbia,urban,Drinking water,2022,4.27663,175641.42917,Limited service
SRB,Serbia,total,Sanitation,2022,0.05813,4197.56517,Open defecation
SRB,Serbia,rural,Sanitation,2022,0.07165,2231.50214,Open defecation
SRB,Serbia,urban,Sanitation,2022,0.04787,1966.063,Open defecation
SRB,Serbia,total,Drinking water,2022,0.01618,1168.48295,Surface water
SRB,Serbia,rural,Drinking water,2022,0.03752,1168.48289,Surface water
SRB,Serbia,urban,Drinking water,2022,0,0,Surface water
SRB,Serbia,total,Sanitation,2022,25.38744,1833319.73031,Safely managed service
SRB,Serbia,rural,Sanitation,2022,29.34991,914061.1435,Safely managed service
SRB,Serbia,urban,Sanitation,2022,22.38269,919258.57825,Safely managed service
SRB,Serbia,total,Drinking water,2022,75.07525,5421457.6539,Safely managed service
SRB,Serbia,rural,Drinking water,2022,66.57597,2073414.1012,Safely managed service
SRB,Serbia,urban,Drinking water,2022,81.52028,3348043.58372,Safely managed service
SRB,Serbia,total,Sanitation,2022,2.03146,146699.00655,Unimproved
SRB,Serbia,rural,Sanitation,2022,4.33122,134889.71446,Unimproved
SRB,Serbia,urban,Sanitation,2022,0.28754,11809.27611,Unimproved
SRB,Serbia,total,Drinking water,2022,0.43525,31430.64826,Unimproved
SRB,Serbia,rural,Drinking water,2022,0.55827,17386.45447,Unimproved
SRB,Serbia,urban,Drinking water,2022,0.34196,14044.18372,Unimproved
SSD,South Sudan,total,Sanitation,2022,16.05518,1752128.05811,At least basic
SSD,South Sudan,rural,Sanitation,2022,9.27745,801404.84786,At least basic
SSD,South Sudan,urban,Sanitation,2022,41.7908,950723.22525,At least basic
SSD,South Sudan,total,Drinking water,2022,41.18659,4494760.42334,At least basic
SSD,South Sudan,rural,Drinking water,2022,33.59363,2901886.85984,At least basic
SSD,South Sudan,urban,Drinking water,2022,70.0177,1592873.57877,At least basic
SSD,South Sudan,total,Hygiene,2022,5.6,611137.184,Basic service
SSD,South Sudan,total,Sanitation,2022,8.81365,961847.80508,Limited service
