scenario,year,alpha3,bucketLatrine_urb,compostingToilet_urb,flushOpen_urb,flushPit_urb,flushSeptic_urb,flushSewer_urb,flushUnknown_urb,hangingToilet_urb,openDefecation_urb,other_urb,pitNoSlab_urb,pitSlab_urb,containerBased_urb,onsiteDumpedland_urb,emptyFrequency_urb,pitAdditive_urb,urine_urb,twinPits_urb,coverBury_urb,fecalSludgeTreated_urb,sewageTreated_urb,isWatertight_urb,hasLeach_urb,bucketLatrine_rur,compostingToilet_rur,flushOpen_rur,flushPit_rur,flushSeptic_rur,flushSewer_rur,flushUnknown_rur,hangingToilet_rur,openDefecation_rur,other_rur,pitNoSlab_rur,pitSlab_rur,containerBased_rur,onsiteDumpedland_rur,emptyFrequency_rur,pitAdditive_rur,urine_rur,twinPits_rur,coverBury_rur,fecalSludgeTreated_rur,sewageTreated_rur,isWatertight_rur,hasLeach_rur
SSP2,2030,SRB,0.000,0.000,0.001,0.000,0.106,0.876,0.000,0.000,0.001,0.001,0.000,0.015,0.000,0.100,3.000,0.000,0.000,0.000,0.044,0.042,0.286,0.042,0.042,0.000,0.000,0.000,0.000,0.000,0.902,0.000,0.000,0.000,0.086,0.000,0.012,0.000,0.100,3.000,0.000,0.000,0.000,0.262,0.000,0.286,0.000,0.000
SSP2,2030,SSD,0.012,0.000,0.000,0.000,0.046,0.462,0.000,0.006,0.080,0.016,0.068,0.310,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.186,0.001,0.003,0.304,0.078,0.025,0.401,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
SSP2,2030,STP,0.005,0.001,0.090,0.025,0.058,0.345,0.164,0.009,0.074,0.000,0.052,0.177,0.000,0.100,3.000,0.000,0.000,0.000,0.275,0.000,0.168,0.000,0.000,0.006,0.000,0.030,0.050,0.000,0.160,0.142,0.014,0.296,0.000,0.004,0.298,0.000,0.100,3.000,0.000,0.000,0.000,0.271,0.000,0.168,0.000,0.000
SSP2,2030,SUR,0.001,0.000,0.001,0.010,0.807,0.091,0.021,0.000,0.000,0.011,0.000,0.058,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.057,0.000,0.000,0.001,0.001,0.003,0.028,0.798,0.047,0.019,0.000,0.012,0.011,0.000,0.080,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.057,0.000,0.000
SSP2,2030,SVK,0.000,0.000,0.000,0.000,0.286,0.714,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.052,0.051,0.795,0.051,0.051,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.121,0.118,0.795,0.118,0.118
SSP2,2030,SVN,0.000,0.003,0.000,0.002,0.400,0.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.632,0.000,0.000,0.000,0.003,0.000,0.003,0.239,0.755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.632,0.000,0.000
SSP2,2030,SWE,0.000,0.000,0.000,0.000,0.084,0.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.004,0.060,0.916,0.060,0.060,0.000,0.000,0.000,0.000,0.085,0.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.010,0.157,0.916,0.157,0.157
SSP2,2030,SWZ,0.012,0.000,0.022,0.044,0.106,0.173,0.317,0.004,0.032,0.060,0.032,0.198,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.008,0.002,0.042,0.070,0.115,0.057,0.238,0.003,0.184,0.062,0.003,0.216,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.000
SSP2,2030,SXM,0.001,0.000,0.002,0.031,0.044,0.739,0.031,0.000,0.002,0.009,0.002,0.139,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.437,0.000,0.000,0.001,0.002,0.007,0.099,0.080,0.455,0.040,0.000,0.030,0.014,0.000,0.272,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.437,0.000,0.000
SSP2,2030,SYC,0.000,0.000,0.000,0.000,0.035,0.900,0.000,0.000,0.000,0.004,0.000,0.061,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.923,0.000,0.000,0.000,0.000,0.000,0.066,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,SYR,0.000,0.000,0.000,0.003,0.000,0.915,0.000,0.000,0.000,0.000,0.000,0.082,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.340,0.000,0.000,0.000,0.002,0.000,0.023,0.000,0.745,0.000,0.000,0.000,0.000,0.000,0.230,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.340,0.000,0.000
SSP2,2030,TCA,0.001,0.000,0.002,0.029,0.537,0.266,0.025,0.000,0.001,0.008,0.001,0.130,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.218,0.000,0.000,0.001,0.001,0.004,0.060,0.621,0.105,0.021,0.000,0.016,0.007,0.000,0.164,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.218,0.000,0.000
SSP2,2030,TCD,0.037,0.000,0.001,0.000,0.060,0.118,0.002,0.019,0.248,0.029,0.262,0.224,0.000,0.100,3.000,0.000,0.000,0.000,0.315,0.000,0.031,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.017,0.006,0.014,0.592,0.078,0.152,0.132,0.000,0.100,3.000,0.000,0.000,0.000,0.041,0.000,0.031,0.000,0.000
SSP2,2030,TGO,0.012,0.000,0.010,0.015,0.000,0.179,0.058,0.005,0.331,0.044,0.091,0.255,0.000,0.100,3.000,0.000,0.000,0.000,0.071,0.000,0.060,0.000,0.000,0.000,0.001,0.000,0.027,0.000,0.046,0.000,0.014,0.609,0.000,0.084,0.219,0.000,0.100,3.000,0.000,0.000,0.000,0.047,0.000,0.060,0.000,0.000
SSP2,2030,THA,0.000,0.000,0.000,0.000,0.745,0.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.201,0.000,0.209,0.000,0.000,0.000,0.000,0.000,0.000,0.661,0.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.181,0.000,0.209,0.000,0.000
SSP2,2030,TJK,0.000,0.001,0.000,0.091,0.001,0.498,0.000,0.000,0.000,0.000,0.000,0.409,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.302,0.000,0.000,0.000,0.004,0.000,0.202,0.002,0.217,0.000,0.000,0.000,0.000,0.000,0.575,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.302,0.000,0.000
SSP2,2030,TKL,0.000,0.000,0.000,0.012,0.059,0.743,0.027,0.000,0.000,0.022,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.045,0.035,0.619,0.028,0.000,0.010,0.042,0.002,0.215,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,TKM,0.000,0.000,0.000,0.024,0.043,0.482,0.000,0.000,0.000,0.000,0.000,0.451,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.446,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.396,0.000,0.000,0.000,0.000,0.000,0.598,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.446,0.000,0.000
SSP2,2030,TLS,0.004,0.000,0.054,0.024,0.176,0.422,0.084,0.005,0.033,0.000,0.033,0.165,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.277,0.000,0.000,0.006,0.001,0.025,0.047,0.163,0.198,0.104,0.008,0.169,0.000,0.006,0.273,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.277,0.000,0.000
SSP2,2030,TON,0.000,0.000,0.000,0.009,0.749,0.080,0.006,0.000,0.000,0.009,0.000,0.147,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.000,0.003,0.001,0.002,0.175,0.183,0.018,0.000,0.002,0.088,0.000,0.528,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000
SSP2,2030,TTO,0.000,0.000,0.000,0.006,0.676,0.262,0.000,0.000,0.000,0.000,0.000,0.056,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.212,0.000,0.000,0.000,0.000,0.000,0.000,0.527,0.373,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.212,0.000,0.000
SSP2,2030,TUN,0.000,0.000,0.000,0.004,0.281,0.662,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.100,3.000,0.000,0.000,0.000,0.076,0.011,0.671,0.011,0.011,0.000,0.001,0.000,0.017,0.172,0.706,0.000,0.000,0.000,0.000,0.000,0.104,0.000,0.100,3.000,0.000,0.000,0.000,0.531,0.000,0.671,0.000,0.000
SSP2,2030,TUR,0.000,0.000,0.000,0.000,0.147,0.853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.011,0.010,0.830,0.010,0.010,0.000,0.000,0.000,0.000,0.048,0.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.188,0.159,0.830,0.159,0.159
SSP2,2030,TUV,0.017,0.013,0.000,0.022,0.905,0.025,0.003,0.000,0.015,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.347,0.000,0.000,0.000,0.000,0.043,0.000,0.000,0.054,0.859,0.018,0.003,0.000,0.015,0.007,0.001,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.421,0.000,0.000,0.000,0.000
SSP2,2030,TZA,0.006,0.000,0.000,0.004,0.000,0.333,0.000,0.002,0.226,0.135,0.027,0.267,0.000,0.100,3.000,0.000,0.000,0.000,0.338,0.000,0.162,0.000,0.000,0.001,0.002,0.000,0.025,0.000,0.107,0.000,0.010,0.459,0.036,0.046,0.314,0.000,0.100,3.000,0.000,0.000,0.000,0.197,0.000,0.162,0.000,0.000
SSP2,2030,UGA,0.007,0.000,0.010,0.020,0.000,0.391,0.059,0.005,0.186,0.006,0.062,0.254,0.002,0.100,3.000,0.000,0.000,0.000,0.218,0.000,0.125,0.000,0.000,0.000,0.001,0.000,0.037,0.000,0.121,0.000,0.011,0.513,0.000,0.061,0.256,0.000,0.100,3.000,0.000,0.000,0.000,0.161,0.000,0.125,0.000,0.000
SSP2,2030,UKR,0.000,0.000,0.000,0.030,0.010,0.642,0.000,0.000,0.000,0.000,0.000,0.318,0.000,0.100,3.000,0.000,0.000,0.000,0.134,0.088,0.368,0.088,0.088,0.000,0.001,0.000,0.001,0.004,0.597,0.000,0.000,0.000,0.000,0.000,0.397,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.368,0.000,0.000
SSP2,2030,UMI,0.000,0.000,0.000,0.012,0.059,0.743,0.027,0.000,0.000,0.022,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.045,0.035,0.619,0.028,0.000,0.010,0.042,0.002,0.215,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,URY,0.000,0.000,0.000,0.000,0.338,0.643,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.354,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.951,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.354,0.000,0.000
SSP2,2030,USA,0.000,0.000,0.000,0.000,0.144,0.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.022,0.022,0.860,0.022,0.022,0.000,0.000,0.000,0.000,0.115,0.885,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.860,0.000,0.000
SSP2,2030,UZB,0.000,0.000,0.000,0.042,0.007,0.495,0.000,0.000,0.000,0.000,0.000,0.456,0.000,0.100,3.000,0.000,0.000,0.000,0.432,0.000,0.390,0.000,0.000,0.000,0.004,0.000,0.123,0.003,0.315,0.000,0.000,0.000,0.000,0.000,0.555,0.000,0.100,3.000,0.000,0.000,0.000,0.850,0.000,0.390,0.000,0.000
SSP2,2030,VAT,0.000,0.000,0.000,0.005,0.062,0.872,0.000,0.000,0.000,0.002,0.001,0.058,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.883,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,VCT,0.000,0.000,0.000,0.017,0.675,0.134,0.000,0.000,0.000,0.022,0.002,0.150,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.114,0.000,0.000,0.000,0.001,0.000,0.000,0.530,0.174,0.001,0.000,0.000,0.053,0.000,0.241,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.114,0.000,0.000
SSP2,2030,VEN,0.000,0.000,0.000,0.000,0.042,0.958,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.866,0.000,0.000,0.000,0.000,0.000,0.000,0.108,0.892,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.866,0.000,0.000
SSP2,2030,VGB,0.001,0.000,0.002,0.031,0.044,0.739,0.031,0.000,0.002,0.009,0.002,0.139,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.007,0.099,0.080,0.455,0.040,0.000,0.030,0.014,0.000,0.272,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,VIR,0.000,0.000,0.000,0.000,0.452,0.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.532,0.000,0.000,0.000,0.000,0.000,0.000,0.707,0.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.532,0.000,0.000
SSP2,2030,VNM,0.000,0.000,0.000,0.008,0.619,0.241,0.009,0.000,0.000,0.015,0.000,0.108,0.000,0.100,3.000,0.000,0.000,0.000,0.382,0.000,0.181,0.000,0.000,0.000,0.001,0.001,0.001,0.206,0.409,0.015,0.000,0.001,0.092,0.000,0.274,0.000,0.100,3.000,0.000,0.000,0.000,0.444,0.000,0.181,0.000,0.000
SSP2,2030,VUT,0.001,0.001,0.006,0.033,0.276,0.408,0.020,0.001,0.009,0.000,0.006,0.239,0.000,0.100,3.000,0.000,0.000,0.000,0.084,0.215,0.122,0.215,0.215,0.002,0.000,0.009,0.076,0.000,0.195,0.078,0.008,0.214,0.000,0.005,0.413,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.122,0.000,0.000
SSP2,2030,WLF,0.000,0.000,0.000,0.012,0.059,0.743,0.027,0.000,0.000,0.022,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.045,0.035,0.619,0.028,0.000,0.010,0.042,0.002,0.215,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,WSM,0.000,0.000,0.000,0.012,0.803,0.129,0.000,0.000,0.000,0.000,0.000,0.056,0.000,0.100,3.000,0.000,0.000,0.000,0.367,0.000,0.054,0.000,0.000,0.000,0.000,0.000,0.025,0.858,0.050,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.100,3.000,0.000,0.000,0.000,0.443,0.000,0.054,0.000,0.000
SSP2,2030,YEM,0.011,0.000,0.000,0.000,0.173,0.509,0.000,0.012,0.108,0.039,0.075,0.073,0.000,0.100,3.000,0.000,0.000,0.000,0.033,0.028,0.192,0.028,0.028,0.005,0.000,0.000,0.000,0.000,0.261,0.001,0.013,0.424,0.066,0.094,0.136,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.192,0.000,0.000
SSP2,2030,ZAF,0.000,0.000,0.000,0.021,0.034,0.712,0.009,0.000,0.000,0.006,0.000,0.218,0.000,0.100,3.000,0.000,0.000,0.000,0.024,0.023,0.625,0.023,0.023,0.000,0.002,0.001,0.083,0.022,0.545,0.008,0.000,0.003,0.008,0.001,0.327,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.625,0.000,0.000
SSP2,2030,ZMB,0.004,0.000,0.009,0.024,0.054,0.468,0.071,0.004,0.091,0.000,0.036,0.239,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.227,0.000,0.000,0.001,0.000,0.000,0.040,0.000,0.140,0.041,0.012,0.485,0.000,0.043,0.238,0.000,0.100,3.000,0.000,0.000,0.000,0.304,0.000,0.227,0.000,0.000
SSP2,2030,ZWE,0.003,0.001,0.039,0.026,0.094,0.447,0.111,0.006,0.052,0.000,0.033,0.188,0.000,0.100,3.000,0.000,0.000,0.000,0.048,0.004,0.159,0.004,0.004,0.003,0.000,0.012,0.063,0.000,0.225,0.093,0.010,0.246,0.000,0.005,0.343,0.000,0.100,3.000,0.000,0.000,0.000,0.299,0.000,0.159,0.000,0.000
SSP2,2050,ABW,0.000,0.000,0.000,0.001,0.297,0.688,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.705,0.000,0.000,0.000,0.000,0.000,0.006,0.220,0.746,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.705,0.000,0.000
SSP2,2050,AFG,0.002,0.000,0.000,0.000,0.000,0.635,0.000,0.001,0.078,0.084,0.000,0.200,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.396,0.000,0.000,0.001,0.001,0.000,0.022,0.000,0.286,0.000,0.006,0.269,0.049,0.001,0.365,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.396,0.000,0.000
SSP2,2050,AGO,0.003,0.000,0.006,0.018,0.523,0.250,0.085,0.002,0.012,0.006,0.013,0.082,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.126,0.000,0.000,0.006,0.001,0.032,0.018,0.465,0.056,0.178,0.003,0.143,0.030,0.004,0.064,0.170,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.126,0.000,0.000
SSP2,2050,AIA,0.000,0.000,0.000,0.008,0.275,0.624,0.000,0.000,0.000,0.000,0.000,0.093,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.624,0.000,0.000,0.000,0.001,0.000,0.034,0.184,0.610,0.000,0.000,0.000,0.000,0.000,0.171,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.624,0.000,0.000
SSP2,2050,ALA,0.000,0.000,0.000,0.001,0.039,0.890,0.000,0.000,0.000,0.003,0.000,0.067,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.900,0.000,0.000,0.000,0.000,0.000,0.075,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2050,ALB,0.000,0.000,0.000,0.000,0.022,0.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.064,0.038,0.979,0.038,0.038,0.000,0.000,0.000,0.000,0.018,0.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.979,0.000,0.000
SSP2,2050,AND,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
SSP2,2050,ARE,0.000,0.000,0.000,0.000,0.039,0.961,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.025,0.025,0.961,0.025,0.025,0.000,0.000,0.000,0.000,0.040,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.063,0.063,0.961,0.063,0.063
SSP2,2050,ARG,0.000,0.003,0.000,0.002,0.268,0.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.115,0.042,0.691,0.042,0.042,0.000,0.004,0.000,0.003,0.002,0.991,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.691,0.000,0.000
SSP2,2050,ARM,0.000,0.000,0.000,0.004,0.019,0.896,0.000,0.000,0.000,0.000,0.000,0.081,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.896,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.894,0.000,0.000,0.000,0.000,0.000,0.090,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.896,0.000,0.000
