scenario,year,alpha3,bucketLatrine_urb,compostingToilet_urb,flushOpen_urb,flushPit_urb,flushSeptic_urb,flushSewer_urb,flushUnknown_urb,hangingToilet_urb,openDefecation_urb,other_urb,pitNoSlab_urb,pitSlab_urb,containerBased_urb,onsiteDumpedland_urb,emptyFrequency_urb,pitAdditive_urb,urine_urb,twinPits_urb,coverBury_urb,fecalSludgeTreated_urb,sewageTreated_urb,isWatertight_urb,hasLeach_urb,bucketLatrine_rur,compostingToilet_rur,flushOpen_rur,flushPit_rur,flushSeptic_rur,flushSewer_rur,flushUnknown_rur,hangingToilet_rur,openDefecation_rur,other_rur,pitNoSlab_rur,pitSlab_rur,containerBased_rur,onsiteDumpedland_rur,emptyFrequency_rur,pitAdditive_rur,urine_rur,twinPits_rur,coverBury_rur,fecalSludgeTreated_rur,sewageTreated_rur,isWatertight_rur,hasLeach_rur
SSP2,2030,IDN,0.000,0.000,0.000,0.000,0.644,0.323,0.019,0.000,0.000,0.014,0.000,0.000,0.051,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.288,0.000,0.000,0.000,0.000,0.000,0.000,0.648,0.352,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.288,0.000,0.000
SSP2,2030,IMN,0.000,0.000,0.000,0.005,0.062,0.872,0.000,0.000,0.000,0.002,0.001,0.058,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.883,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,IND,0.002,0.000,0.004,0.030,0.257,0.492,0.058,0.001,0.006,0.010,0.007,0.133,0.000,0.100,3.000,0.000,0.000,0.000,0.283,0.019,0.278,0.019,0.019,0.000,0.002,0.000,0.073,0.445,0.251,0.000,0.000,0.000,0.000,0.000,0.229,0.000,0.100,3.000,0.000,0.000,0.000,0.568,0.000,0.278,0.000,0.000
SSP2,2030,IOT,0.004,0.000,0.000,0.001,0.000,0.582,0.003,0.006,0.073,0.074,0.023,0.234,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.005,0.000,0.245,0.000,0.005,0.251,0.094,0.023,0.375,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,IRL,0.000,0.002,0.000,0.002,0.263,0.733,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.009,0.009,0.733,0.009,0.009,0.000,0.002,0.000,0.002,0.264,0.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.500,0.000,0.733,0.000,0.000
SSP2,2030,IRN,0.000,0.001,0.000,0.070,0.014,0.311,0.000,0.000,0.000,0.000,0.000,0.604,0.000,0.100,3.000,0.000,0.000,0.000,0.227,0.227,0.308,0.227,0.227,0.000,0.003,0.000,0.000,0.009,0.296,0.000,0.000,0.000,0.000,0.000,0.692,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.308,0.000,0.000
SSP2,2030,IRQ,0.000,0.000,0.000,0.020,0.485,0.407,0.000,0.000,0.000,0.000,0.000,0.088,0.000,0.100,3.000,0.000,0.000,0.000,0.197,0.000,0.338,0.000,0.000,0.000,0.001,0.000,0.046,0.641,0.184,0.000,0.000,0.000,0.000,0.000,0.128,0.073,0.100,3.000,0.000,0.000,0.000,0.407,0.000,0.338,0.000,0.000
SSP2,2030,ISL,0.000,0.000,0.000,0.000,0.025,0.975,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.975,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.975,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.975,0.000,0.000
SSP2,2030,ISR,0.000,0.000,0.000,0.000,0.010,0.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.001,0.001,0.979,0.001,0.001,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.010,0.010,0.979,0.010,0.010
SSP2,2030,ITA,0.000,0.003,0.000,0.003,0.026,0.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.005,0.005,0.638,0.005,0.005,0.000,0.003,0.000,0.003,0.007,0.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.016,0.016,0.638,0.016,0.016
SSP2,2030,JAM,0.000,0.001,0.000,0.059,0.264,0.319,0.000,0.000,0.000,0.000,0.000,0.357,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.201,0.000,0.000,0.000,0.003,0.000,0.157,0.225,0.162,0.000,0.000,0.000,0.000,0.000,0.453,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.201,0.000,0.000
SSP2,2030,JEY,0.000,0.000,0.000,0.005,0.062,0.872,0.000,0.000,0.000,0.002,0.001,0.058,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.883,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,JOR,0.000,0.000,0.000,0.000,0.280,0.720,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.072,0.072,0.744,0.072,0.072,0.000,0.000,0.000,0.000,0.050,0.950,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.744,0.000,0.000
SSP2,2030,JPN,0.000,0.003,0.000,0.002,0.240,0.755,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.782,0.000,0.000,0.000,0.003,0.000,0.003,0.088,0.906,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.782,0.000,0.000
SSP2,2030,KAZ,0.000,0.001,0.000,0.012,0.083,0.506,0.000,0.000,0.000,0.000,0.000,0.398,0.000,0.100,3.000,0.000,0.000,0.000,0.155,0.138,0.503,0.138,0.138,0.000,0.002,0.000,0.002,0.065,0.496,0.000,0.000,0.000,0.000,0.000,0.435,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.503,0.000,0.000
SSP2,2030,KEN,0.002,0.002,0.045,0.039,0.138,0.347,0.082,0.005,0.036,0.000,0.026,0.278,0.000,0.100,3.000,0.000,0.000,0.000,0.229,0.000,0.171,0.000,0.000,0.005,0.000,0.026,0.063,0.005,0.128,0.126,0.012,0.259,0.000,0.004,0.372,0.000,0.100,3.000,0.000,0.000,0.000,0.329,0.000,0.171,0.000,0.000
SSP2,2030,KGZ,0.000,0.001,0.000,0.064,0.006,0.392,0.000,0.000,0.000,0.000,0.000,0.537,0.000,0.100,3.000,0.000,0.000,0.000,0.463,0.000,0.276,0.000,0.000,0.000,0.005,0.000,0.180,0.004,0.208,0.000,0.000,0.000,0.000,0.000,0.603,0.000,0.100,3.000,0.000,0.000,0.000,0.965,0.000,0.276,0.000,0.000
SSP2,2030,KHM,0.001,0.000,0.005,0.000,0.243,0.706,0.025,0.001,0.012,0.000,0.007,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.236,0.000,0.308,0.000,0.000,0.001,0.000,0.002,0.000,0.000,0.849,0.034,0.004,0.107,0.000,0.003,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.316,0.000,0.308,0.000,0.000
SSP2,2030,KIR,0.000,0.000,0.020,0.038,0.583,0.077,0.000,0.000,0.274,0.002,0.004,0.002,0.076,0.100,3.000,0.000,0.000,0.000,0.214,0.000,0.000,0.000,0.000,0.000,0.001,0.036,0.072,0.376,0.012,0.002,0.000,0.480,0.001,0.018,0.002,0.012,0.100,3.000,0.000,0.000,0.000,0.251,0.000,0.000,0.000,0.000
SSP2,2030,KNA,0.000,0.000,0.000,0.000,0.679,0.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.190,0.000,0.000,0.000,0.000,0.000,0.000,0.602,0.398,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.190,0.000,0.000
SSP2,2030,KOR,0.000,0.000,0.000,0.000,0.037,0.963,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.964,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.974,0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.964,0.000,0.000
SSP2,2030,KWT,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
SSP2,2030,LAO,0.000,0.001,0.000,0.013,0.211,0.679,0.000,0.000,0.000,0.000,0.000,0.096,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.063,0.000,0.620,0.000,0.000,0.000,0.000,0.000,0.317,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000
SSP2,2030,LBN,0.000,0.000,0.000,0.012,0.007,0.822,0.008,0.000,0.000,0.007,0.000,0.144,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.113,0.000,0.000,0.000,0.001,0.001,0.035,0.003,0.705,0.009,0.000,0.003,0.019,0.000,0.224,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.113,0.000,0.000
SSP2,2030,LBR,0.007,0.000,0.001,0.001,0.000,0.331,0.008,0.004,0.217,0.254,0.000,0.177,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.088,0.000,0.000,0.003,0.000,0.000,0.012,0.000,0.107,0.000,0.009,0.502,0.132,0.000,0.235,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.088,0.000,0.000
SSP2,2030,LBY,0.000,0.000,0.000,0.013,0.080,0.822,0.000,0.000,0.000,0.000,0.000,0.085,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.107,0.000,0.000,0.000,0.001,0.000,0.056,0.098,0.678,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.107,0.000,0.000
SSP2,2030,LCA,0.000,0.000,0.000,0.004,0.765,0.184,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.126,0.000,0.000,0.000,0.001,0.000,0.022,0.653,0.218,0.000,0.000,0.000,0.000,0.000,0.106,0.890,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.126,0.000,0.000
SSP2,2030,LIE,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
SSP2,2030,LKA,0.000,0.000,0.000,0.058,0.063,0.190,0.000,0.000,0.000,0.000,0.000,0.689,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.003,0.000,0.002,0.017,0.161,0.000,0.000,0.000,0.000,0.000,0.817,0.002,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000
SSP2,2030,LSO,0.006,0.000,0.000,0.007,0.000,0.142,0.000,0.001,0.202,0.120,0.024,0.498,0.000,0.100,3.000,0.000,0.000,0.000,0.386,0.000,0.067,0.000,0.000,0.001,0.003,0.000,0.039,0.000,0.039,0.000,0.008,0.348,0.027,0.035,0.500,0.000,0.100,3.000,0.000,0.000,0.000,0.509,0.000,0.067,0.000,0.000
SSP2,2030,LTU,0.000,0.000,0.000,0.000,0.096,0.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.055,0.055,0.917,0.055,0.055
SSP2,2030,LUX,0.000,0.000,0.000,0.000,0.020,0.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.981,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.047,0.047,0.981,0.047,0.047
SSP2,2030,LVA,0.000,0.000,0.000,0.000,0.136,0.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.897,0.000,0.000
SSP2,2030,MAC,0.001,0.000,0.002,0.028,0.052,0.737,0.030,0.000,0.001,0.013,0.000,0.136,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.006,0.097,0.078,0.481,0.037,0.000,0.025,0.018,0.000,0.255,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,MAF,0.001,0.000,0.002,0.031,0.044,0.739,0.031,0.000,0.002,0.009,0.002,0.139,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.007,0.099,0.080,0.455,0.040,0.000,0.030,0.014,0.000,0.272,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,MAR,0.000,0.000,0.000,0.008,0.224,0.720,0.002,0.000,0.000,0.001,0.000,0.045,0.000,0.100,3.000,0.000,0.000,0.000,0.012,0.005,0.583,0.005,0.005,0.000,0.001,0.000,0.033,0.347,0.523,0.003,0.000,0.002,0.001,0.000,0.090,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.583,0.000,0.000
SSP2,2030,MCO,0.000,0.000,0.000,0.005,0.062,0.872,0.000,0.000,0.000,0.002,0.001,0.058,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.883,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,MDA,0.000,0.001,0.000,0.039,0.108,0.495,0.000,0.000,0.000,0.013,0.001,0.343,0.000,0.100,3.000,0.000,0.000,0.000,0.086,0.084,0.390,0.084,0.084,0.000,0.002,0.000,0.000,0.066,0.477,0.001,0.000,0.000,0.051,0.000,0.403,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.390,0.000,0.000
SSP2,2030,MDG,0.010,0.000,0.000,0.000,0.000,0.371,0.004,0.018,0.175,0.164,0.067,0.191,0.000,0.100,3.000,0.000,0.000,0.000,0.158,0.000,0.073,0.000,0.000,0.004,0.000,0.000,0.002,0.000,0.092,0.000,0.010,0.483,0.179,0.054,0.176,0.000,0.100,3.000,0.000,0.000,0.000,0.096,0.000,0.073,0.000,0.000
SSP2,2030,MDV,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.454,0.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,MEX,0.000,0.000,0.000,0.002,0.158,0.815,0.000,0.000,0.000,0.005,0.000,0.020,0.000,0.100,3.000,0.000,0.000,0.000,0.019,0.014,0.493,0.014,0.014,0.000,0.000,0.000,0.000,0.088,0.864,0.000,0.000,0.000,0.021,0.000,0.027,0.002,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.493,0.000,0.000
SSP2,2030,MHL,0.029,0.000,0.000,0.000,0.158,0.749,0.001,0.000,0.056,0.005,0.000,0.002,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.010,0.549,0.089,0.000,0.000,0.340,0.006,0.001,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,MKD,0.000,0.000,0.000,0.000,0.328,0.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.288,0.712,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.123,0.011,0.684,0.011,0.011
SSP2,2030,MLI,0.022,0.001,0.001,0.000,0.085,0.207,0.003,0.011,0.148,0.002,0.153,0.367,0.000,0.100,3.000,0.000,0.000,0.000,0.062,0.000,0.078,0.000,0.000,0.005,0.002,0.000,0.000,0.000,0.065,0.004,0.009,0.316,0.006,0.116,0.477,0.000,0.100,3.000,0.000,0.000,0.000,0.229,0.000,0.078,0.000,0.000
SSP2,2030,MLT,0.000,0.000,0.000,0.000,0.015,0.985,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.985,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.990,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.985,0.000,0.000
SSP2,2030,MMR,0.001,0.003,0.005,0.063,0.129,0.252,0.047,0.002,0.023,0.000,0.013,0.462,0.000,0.100,3.000,0.000,0.000,0.000,0.518,0.000,0.140,0.000,0.000,0.001,0.000,0.000,0.123,0.000,0.091,0.038,0.004,0.137,0.000,0.004,0.602,0.000,0.100,3.000,0.000,0.000,0.000,0.641,0.000,0.140,0.000,0.000
SSP2,2030,MNE,0.000,0.000,0.003,0.005,0.376,0.607,0.003,0.000,0.000,0.005,0.000,0.001,0.000,0.100,3.000,0.000,0.000,0.000,0.151,0.043,0.286,0.043,0.043,0.000,0.000,0.068,0.014,0.671,0.231,0.002,0.000,0.002,0.000,0.003,0.009,0.000,0.100,3.000,0.000,0.000,0.000,0.299,0.000,0.286,0.000,0.000
SSP2,2030,MNG,0.000,0.000,0.000,0.041,0.002,0.497,0.000,0.000,0.000,0.000,0.000,0.460,0.000,0.100,3.000,0.000,0.000,0.000,0.428,0.000,0.438,0.000,0.000,0.000,0.004,0.000,0.112,0.001,0.323,0.000,0.000,0.000,0.000,0.000,0.560,0.000,0.100,3.000,0.000,0.000,0.000,0.533,0.000,0.438,0.000,0.000
SSP2,2030,MNP,0.000,0.000,0.000,0.012,0.059,0.743,0.027,0.000,0.000,0.022,0.000,0.137,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.045,0.035,0.619,0.028,0.000,0.010,0.042,0.002,0.215,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,MOZ,0.007,0.000,0.002,0.002,0.000,0.339,0.013,0.009,0.157,0.188,0.017,0.266,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.082,0.000,0.000,0.002,0.000,0.000,0.012,0.000,0.137,0.000,0.005,0.282,0.111,0.009,0.442,0.000,0.100,3.000,0.000,0.000,0.000,0.209,0.000,0.082,0.000,0.000
SSP2,2030,MRT,0.005,0.000,0.002,0.019,0.000,0.230,0.012,0.001,0.164,0.034,0.038,0.495,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.084,0.000,0.000,0.000,0.002,0.000,0.038,0.000,0.048,0.000,0.011,0.473,0.000,0.074,0.354,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.084,0.000,0.000
SSP2,2030,MSR,0.001,0.000,0.002,0.022,0.178,0.661,0.025,0.000,0.002,0.008,0.001,0.100,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.437,0.000,0.000,0.001,0.001,0.005,0.066,0.299,0.379,0.032,0.000,0.024,0.011,0.000,0.182,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.437,0.000,0.000
SSP2,2030,MTQ,0.000,0.000,0.000,0.000,0.403,0.597,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.664,0.336,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.568,0.000,0.000
SSP2,2030,MUS,0.000,0.001,0.000,0.069,0.077,0.283,0.000,0.000,0.000,0.000,0.000,0.570,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.281,0.000,0.000,0.000,0.003,0.000,0.000,0.055,0.279,0.000,0.000,0.000,0.000,0.000,0.663,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.281,0.000,0.000
SSP2,2030,MWI,0.003,0.000,0.001,0.001,0.000,0.463,0.004,0.002,0.090,0.107,0.000,0.329,0.002,0.100,3.000,0.000,0.000,0.000,0.395,0.000,0.083,0.000,0.000,0.002,0.001,0.000,0.020,0.000,0.133,0.000,0.006,0.352,0.095,0.000,0.391,0.000,0.100,3.000,0.000,0.000,0.000,0.471,0.000,0.083,0.000,0.000
SSP2,2030,MYS,0.000,0.000,0.000,0.000,0.121,0.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.883,0.000,0.000,0.000,0.000,0.000,0.000,0.102,0.898,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.883,0.000,0.000
SSP2,2030,MYT,0.004,0.000,0.000,0.001,0.000,0.582,0.003,0.006,0.073,0.074,0.023,0.234,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.005,0.000,0.245,0.000,0.005,0.251,0.094,0.023,0.375,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,NAM,0.009,0.000,0.096,0.008,0.010,0.528,0.166,0.010,0.054,0.000,0.065,0.054,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.383,0.000,0.000,0.012,0.001,0.055,0.017,0.017,0.259,0.224,0.013,0.292,0.005,0.014,0.091,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.383,0.000,0.000
SSP2,2030,NCL,0.000,0.000,0.000,0.000,0.152,0.848,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.860,0.000,0.000,0.000,0.000,0.000,0.000,0.114,0.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.860,0.000,0.000
SSP2,2030,NER,0.034,0.000,0.001,0.000,0.122,0.233,0.005,0.017,0.231,0.005,0.239,0.113,0.000,0.100,3.000,0.000,0.000,0.000,0.193,0.000,0.037,0.000,0.000,0.009,0.001,0.000,0.000,0.000,0.079,0.006,0.015,0.529,0.014,0.190,0.157,0.000,0.100,3.000,0.000,0.000,0.000,0.049,0.000,0.037,0.000,0.000
SSP2,2030,NFK,0.000,0.000,0.000,0.012,0.059,0.743,0.027,0.000,0.000,0.022,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.045,0.035,0.619,0.028,0.000,0.010,0.042,0.002,0.215,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP2,2030,NGA,0.003,0.000,0.001,0.016,0.000,0.400,0.006,0.001,0.104,0.022,0.024,0.423,0.000,0.100,3.000,0.000,0.000,0.000,0.326,0.000,0.172,0.000,0.000,0.000,0.002,0.000,0.037,0.000,0.097,0.000,0.010,0.434,0.000,0.069,0.351,0.000,0.100,3.000,0.000,0.000,0.000,0.248,0.000,0.172,0.000,0.000
SSP2,2030,NIC,0.000,0.001,0.001,0.064,0.098,0.529,0.011,0.000,0.000,0.004,0.000,0.292,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.382,0.000,0.000,0.002,0.002,0.010,0.148,0.113,0.222,0.057,0.000,0.041,0.024,0.000,0.381,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.382,0.000,0.000
SSP2,2030,NIU,0.000,0.000,0.000,0.012,0.059,0.743,0.027,0.000,0.000,0.022,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.045,0.035,0.619,0.028,0.000,0.010,0.042,0.002,0.215,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
