alpha3,scenario,year,fractionUrban
NZL,SSP2,2050,0.916
NZL,SSP2,2100,0.971
NIC,SSP2,2025,0.612
NIC,SSP2,2030,0.626
NIC,SSP2,2050,0.677
NIC,SSP2,2100,0.769
NER,SSP2,2025,0.203
NER,SSP2,2030,0.217
NER,SSP2,2050,0.279
NER,SSP2,2100,0.446
NGA,SSP2,2025,0.496
NGA,SSP2,2030,0.517
NGA,SSP2,2050,0.587
NGA,SSP2,2100,0.714
MKD,SSP2,2025,0.616
MKD,SSP2,2030,0.63
MKD,SSP2,2050,0.681
MKD,SSP2,2100,0.771
MNP,SSP2,2025,0.933
MNP,SSP2,2030,0.94
MNP,SSP2,2050,0.961
MNP,SSP2,2100,0.989
NOR,SSP2,2025,0.809
NOR,SSP2,2030,0.814
NOR,SSP2,2050,0.833
NOR,SSP2,2100,0.891
OMN,SSP2,2025,0.789
OMN,SSP2,2030,0.8
OMN,SSP2,2050,0.831
OMN,SSP2,2100,0.894
PAK,SSP2,2025,0.403
PAK,SSP2,2030,0.419
PAK,SSP2,2050,0.483
PAK,SSP2,2100,0.627
PLW,SSP2,2025,0.768
PLW,SSP2,2030,0.775
PLW,SSP2,2050,0.799
PLW,SSP2,2100,0.845
PAN,SSP2,2025,0.686
PAN,SSP2,2030,0.697
PAN,SSP2,2050,0.736
PAN,SSP2,2100,0.805
PNG,SSP2,2025,0.168
PNG,SSP2,2030,0.181
PNG,SSP2,2050,0.236
PNG,SSP2,2100,0.403
PRY,SSP2,2025,0.636
PRY,SSP2,2030,0.651
PRY,SSP2,2050,0.697
PRY,SSP2,2100,0.781
PER,SSP2,2025,0.789
PER,SSP2,2030,0.796
PER,SSP2,2050,0.817
PER,SSP2,2100,0.868
PHL,SSP2,2025,0.504
PHL,SSP2,2030,0.519
PHL,SSP2,2050,0.576
PHL,SSP2,2100,0.704
POL,SSP2,2025,0.656
POL,SSP2,2030,0.668
POL,SSP2,2050,0.712
POL,SSP2,2100,0.79
PRT,SSP2,2025,0.647
PRT,SSP2,2030,0.661
PRT,SSP2,2050,0.705
PRT,SSP2,2100,0.786
PRI,SSP2,2025,0.96
PRI,SSP2,2030,0.964
PRI,SSP2,2050,0.978
PRI,SSP2,2100,0.994
QAT,SSP2,2025,0.989
QAT,SSP2,2030,0.991
QAT,SSP2,2050,0.995
QAT,SSP2,2100,0.998
ROU,SSP2,2025,0.582
ROU,SSP2,2030,0.597
ROU,SSP2,2050,0.653
ROU,SSP2,2100,0.753
RUS,SSP2,2025,0.763
RUS,SSP2,2030,0.771
RUS,SSP2,2050,0.796
RUS,SSP2,2100,0.843
RWA,SSP2,2025,0.235
RWA,SSP2,2030,0.257
RWA,SSP2,2050,0.351
RWA,SSP2,2100,0.56
VCT,SSP2,2025,0.535
VCT,SSP2,2030,0.549
VCT,SSP2,2050,0.605
VCT,SSP2,2100,0.725
SMR,SSP2,2025,0.97
SMR,SSP2,2030,0.973
SMR,SSP2,2050,0.985
SMR,SSP2,2100,0.996
STP,SSP2,2025,0.702
STP,SSP2,2030,0.718
STP,SSP2,2050,0.77
STP,SSP2,2100,0.833
SAU,SSP2,2025,0.843
SAU,SSP2,2030,0.848
SAU,SSP2,2050,0.88
SAU,SSP2,2100,0.945
SEN,SSP2,2025,0.485
SEN,SSP2,2030,0.5
SEN,SSP2,2050,0.559
SEN,SSP2,2100,0.691
SYC,SSP2,2025,0.574
SYC,SSP2,2030,0.588
SYC,SSP2,2050,0.644
SYC,SSP2,2100,0.748
SLE,SSP2,2025,0.436
SLE,SSP2,2030,0.452
SLE,SSP2,2050,0.515
SLE,SSP2,2100,0.656
SVK,SSP2,2025,0.595
SVK,SSP2,2030,0.609
SVK,SSP2,2050,0.664
SVK,SSP2,2100,0.76
SVN,SSP2,2025,0.568
SVN,SSP2,2030,0.583
SVN,SSP2,2050,0.638
SVN,SSP2,2100,0.744
SLB,SSP2,2025,0.248
SLB,SSP2,2030,0.265
SLB,SSP2,2050,0.332
SLB,SSP2,2100,0.496
SOM,SSP2,2025,0.43
SOM,SSP2,2030,0.445
SOM,SSP2,2050,0.509
SOM,SSP2,2100,0.651
ZAF,SSP2,2025,0.662
ZAF,SSP2,2030,0.673
ZAF,SSP2,2050,0.716
ZAF,SSP2,2100,0.792
KOR,SSP2,2025,0.843
KOR,SSP2,2030,0.849
KOR,SSP2,2050,0.884
KOR,SSP2,2100,0.953
SSD,SSP2,2025,0.224
SSD,SSP2,2030,0.24
SSD,SSP2,2050,0.306
SSD,SSP2,2100,0.471
ESP,SSP2,2025,0.8
ESP,SSP2,2030,0.806
ESP,SSP2,2050,0.826
ESP,SSP2,2100,0.879
LKA,SSP2,2025,0.226
LKA,SSP2,2030,0.241
LKA,SSP2,2050,0.306
LKA,SSP2,2100,0.472
SDN,SSP2,2025,0.387
SDN,SSP2,2030,0.405
SDN,SSP2,2050,0.471
SDN,SSP2,2100,0.617
SUR,SSP2,2025,0.7
SUR,SSP2,2030,0.711
SUR,SSP2,2050,0.745
SUR,SSP2,2100,0.811
SWE,SSP2,2025,0.872
SWE,SSP2,2030,0.879
SWE,SSP2,2050,0.904
SWE,SSP2,2100,0.964
CHE,SSP2,2025,0.762
CHE,SSP2,2030,0.77
CHE,SSP2,2050,0.795
CHE,SSP2,2100,0.843
SYR,SSP2,2025,0.598
SYR,SSP2,2030,0.612
SYR,SSP2,2050,0.666
SYR,SSP2,2100,0.761
TZA,SSP2,2025,0.35
TZA,SSP2,2030,0.372
TZA,SSP2,2050,0.456
TZA,SSP2,2100,0.622
THA,SSP2,2025,0.485
THA,SSP2,2030,0.503
THA,SSP2,2050,0.568
THA,SSP2,2100,0.701
TLS,SSP2,2025,0.327
TLS,SSP2,2030,0.344
TLS,SSP2,2050,0.412
TLS,SSP2,2100,0.565
TGO,SSP2,2025,0.43
TGO,SSP2,2030,0.448
TGO,SSP2,2050,0.514
TGO,SSP2,2100,0.655
TON,SSP2,2025,0.284
TON,SSP2,2030,0.301
TON,SSP2,2050,0.368
TON,SSP2,2100,0.528
TTO,SSP2,2025,0.588
TTO,SSP2,2030,0.602
TTO,SSP2,2050,0.658
TTO,SSP2,2100,0.756
TUN,SSP2,2025,0.708
TUN,SSP2,2030,0.719
TUN,SSP2,2050,0.754
TUN,SSP2,2100,0.816
TUR,SSP2,2025,0.75
TUR,SSP2,2030,0.762
TUR,SSP2,2050,0.798
TUR,SSP2,2100,0.846
TKM,SSP2,2025,0.531
TKM,SSP2,2030,0.545
TKM,SSP2,2050,0.601
TKM,SSP2,2100,0.722
TCA,SSP2,2025,0.926
TCA,SSP2,2030,0.934
TCA,SSP2,2050,0.958
TCA,SSP2,2100,0.988
TUV,SSP2,2025,0.611
TUV,SSP2,2030,0.632
TUV,SSP2,2050,0.701
TUV,SSP2,2100,0.79
UGA,SSP2,2025,0.251
UGA,SSP2,2030,0.271
UGA,SSP2,2050,0.35
UGA,SSP2,2100,0.531
UKR,SSP2,2025,0.719
UKR,SSP2,2030,0.728
UKR,SSP2,2050,0.761
UKR,SSP2,2100,0.82
ARE,SSP2,2025,0.849
ARE,SSP2,2030,0.856
ARE,SSP2,2050,0.885
ARE,SSP2,2100,0.949
GBR,SSP2,2025,0.825
GBR,SSP2,2030,0.83
GBR,SSP2,2050,0.846
GBR,SSP2,2100,0.91
USA,SSP2,2025,0.822
USA,SSP2,2030,0.826
USA,SSP2,2050,0.843
USA,SSP2,2100,0.906
VIR,SSP2,2025,0.962
VIR,SSP2,2030,0.966
VIR,SSP2,2050,0.979
VIR,SSP2,2100,0.995
URY,SSP2,2025,0.959
URY,SSP2,2030,0.963
URY,SSP2,2050,0.977
URY,SSP2,2100,0.994
UZB,SSP2,2025,0.551
UZB,SSP2,2030,0.564
UZB,SSP2,2050,0.621
UZB,SSP2,2100,0.734
VUT,SSP2,2025,0.295
VUT,SSP2,2030,0.312
VUT,SSP2,2050,0.38
VUT,SSP2,2100,0.538
VEN,SSP2,2025,0.906
VEN,SSP2,2030,0.913
VEN,SSP2,2050,0.94
VEN,SSP2,2100,0.982
VNM,SSP2,2025,0.351
VNM,SSP2,2030,0.368
VNM,SSP2,2050,0.434
VNM,SSP2,2100,0.584
YEM,SSP2,2025,0.38
YEM,SSP2,2030,0.4
YEM,SSP2,2050,0.472
YEM,SSP2,2100,0.63
ZMB,SSP2,2025,0.44
ZMB,SSP2,2030,0.456
ZMB,SSP2,2050,0.519
ZMB,SSP2,2100,0.659
ZWE,SSP2,2025,0.389
ZWE,SSP2,2030,0.406
ZWE,SSP2,2050,0.47
ZWE,SSP2,2100,0.616
AFG,SSP3,2025,0.287
AFG,SSP3,2030,0.304
AFG,SSP3,2050,0.371
AFG,SSP3,2100,0.531
ALB,SSP3,2025,0.511
ALB,SSP3,2030,0.511
ALB,SSP3,2050,0.511
ALB,SSP3,2100,0.511
DZA,SSP3,2025,0.721
DZA,SSP3,2030,0.734
DZA,SSP3,2050,0.773
DZA,SSP3,2100,0.828
ASM,SSP3,2025,0.877
ASM,SSP3,2030,0.877
ASM,SSP3,2050,0.877
ASM,SSP3,2100,0.877
AND,SSP3,2025,0.889
AND,SSP3,2030,0.889
AND,SSP3,2050,0.889
AND,SSP3,2100,0.889
AGO,SSP3,2025,0.667
AGO,SSP3,2030,0.686
AGO,SSP3,2050,0.75
AGO,SSP3,2100,0.829
ARG,SSP3,2025,0.93
ARG,SSP3,2030,0.937
ARG,SSP3,2050,0.959
ARG,SSP3,2100,0.989
ARM,SSP3,2025,0.635
ARM,SSP3,2030,0.635
ARM,SSP3,2050,0.635
ARM,SSP3,2100,0.635
AUS,SSP3,2025,0.874
AUS,SSP3,2030,0.881
AUS,SSP3,2050,0.906
AUS,SSP3,2100,0.965
AZE,SSP3,2025,0.532
AZE,SSP3,2030,0.532
AZE,SSP3,2050,0.532
AZE,SSP3,2100,0.532
BHS,SSP3,2025,0.824
BHS,SSP3,2030,0.824
BHS,SSP3,2050,0.824
BHS,SSP3,2100,0.824
BHR,SSP3,2025,0.886
BHR,SSP3,2030,0.886
BHR,SSP3,2050,0.886
BHR,SSP3,2100,0.886
BGD,SSP3,2025,0.374
BGD,SSP3,2030,0.398
BGD,SSP3,2050,0.484
BGD,SSP3,2100,0.649
BLR,SSP3,2025,0.742
BLR,SSP3,2030,0.742
BLR,SSP3,2050,0.742
BLR,SSP3,2100,0.742
BEL,SSP3,2025,0.985
BEL,SSP3,2030,0.987
BEL,SSP3,2050,0.992
BEL,SSP3,2100,0.998
BEN,SSP3,2025,0.496
BEN,SSP3,2030,0.516
BEN,SSP3,2050,0.585
BEN,SSP3,2100,0.713
BTN,SSP3,2025,0.34
BTN,SSP3,2030,0.34
BTN,SSP3,2050,0.34
BTN,SSP3,2100,0.34
BOL,SSP3,2025,0.71
BOL,SSP3,2030,0.722
BOL,SSP3,2050,0.759
BOL,SSP3,2100,0.819
BIH,SSP3,2025,0.452
BIH,SSP3,2030,0.452
BIH,SSP3,2050,0.452
BIH,SSP3,2100,0.452
BWA,SSP3,2025,0.609
BWA,SSP3,2030,0.609
BWA,SSP3,2050,0.609
BWA,SSP3,2100,0.609
BRA,SSP3,2025,0.865
BRA,SSP3,2030,0.874
BRA,SSP3,2050,0.905
BRA,SSP3,2100,0.965
VGB,SSP3,2025,0.445
VGB,SSP3,2030,0.445
VGB,SSP3,2050,0.445
VGB,SSP3,2100,0.445
BRN,SSP3,2025,0.746
BRN,SSP3,2030,0.746
BRN,SSP3,2050,0.746
BRN,SSP3,2100,0.746
BGR,SSP3,2025,0.72
BGR,SSP3,2030,0.72
BGR,SSP3,2050,0.72
BGR,SSP3,2100,0.72
BFA,SSP3,2025,0.315
BFA,SSP3,2030,0.339
BFA,SSP3,2050,0.432
BFA,SSP3,2100,0.612
BDI,SSP3,2025,0.148
BDI,SSP3,2030,0.163
BDI,SSP3,2050,0.231
BDI,SSP3,2100,0.411
CPV,SSP3,2025,0.61
CPV,SSP3,2030,0.61
CPV,SSP3,2050,0.61
CPV,SSP3,2100,0.61
KHM,SSP3,2025,0.245
KHM,SSP3,2030,0.261
KHM,SSP3,2050,0.327
KHM,SSP3,2100,0.491
CMR,SSP3,2025,0.58
CMR,SSP3,2030,0.6
CMR,SSP3,2050,0.666
CMR,SSP3,2100,0.765
CAN,SSP3,2025,0.823
CAN,SSP3,2030,0.828
CAN,SSP3,2050,0.844
CAN,SSP3,2100,0.908
CAF,SSP3,2025,0.387
CAF,SSP3,2030,0.387
CAF,SSP3,2050,0.387
CAF,SSP3,2100,0.387
TCD,SSP3,2025,0.268
TCD,SSP3,2030,0.285
TCD,SSP3,2050,0.351
TCD,SSP3,2100,0.513
CHL,SSP3,2025,0.893
CHL,SSP3,2030,0.899
CHL,SSP3,2050,0.924
CHL,SSP3,2100,0.975
CHN,SSP3,2025,0.558
CHN,SSP3,2030,0.581
CHN,SSP3,2050,0.665
CHN,SSP3,2100,0.776
COL,SSP3,2025,0.803
COL,SSP3,2030,0.809
COL,SSP3,2050,0.828
COL,SSP3,2100,0.885
COM,SSP3,2025,0.279
COM,SSP3,2030,0.279
COM,SSP3,2050,0.279
COM,SSP3,2100,0.279
COG,SSP3,2025,0.628
COG,SSP3,2030,0.628
COG,SSP3,2050,0.628
COG,SSP3,2100,0.628
CRI,SSP3,2025,0.706
CRI,SSP3,2030,0.706
CRI,SSP3,2050,0.706
CRI,SSP3,2100,0.706
HRV,SSP3,2025,0.55
HRV,SSP3,2030,0.55
HRV,SSP3,2050,0.55
HRV,SSP3,2100,0.55
CUB,SSP3,2025,0.786
CUB,SSP3,2030,0.792
CUB,SSP3,2050,0.814
CUB,SSP3,2100,0.862
CUW,SSP3,2025,0.9
CUW,SSP3,2030,0.9
CUW,SSP3,2050,0.9
CUW,SSP3,2100,0.9
CYP,SSP3,2025,0.677
CYP,SSP3,2030,0.677
CYP,SSP3,2050,0.677
CYP,SSP3,2100,0.677
CZE,SSP3,2025,0.76
CZE,SSP3,2030,0.767
CZE,SSP3,2050,0.793
CZE,SSP3,2100,0.842
CIV,SSP3,2025,0.524
CIV,SSP3,2030,0.539
CIV,SSP3,2050,0.595
CIV,SSP3,2100,0.718
COD,SSP3,2025,0.447
COD,SSP3,2030,0.463
COD,SSP3,2050,0.524
COD,SSP3,2100,0.663
DNK,SSP3,2025,0.867
DNK,SSP3,2030,0.867
DNK,SSP3,2050,0.867
DNK,SSP3,2100,0.867
DJI,SSP3,2025,0.769
DJI,SSP3,2030,0.769
DJI,SSP3,2050,0.769
DJI,SSP3,2100,0.769
DMA,SSP3,2025,0.678
DMA,SSP3,2030,0.678
DMA,SSP3,2050,0.678
DMA,SSP3,2100,0.678
DOM,SSP3,2025,0.77
DOM,SSP3,2030,0.781
DOM,SSP3,2050,0.814
DOM,SSP3,2100,0.869
ECU,SSP3,2025,0.671
ECU,SSP3,2030,0.682
ECU,SSP3,2050,0.724
ECU,SSP3,2100,0.797
EGY,SSP3,2025,0.481
EGY,SSP3,2030,0.496
EGY,SSP3,2050,0.555
EGY,SSP3,2100,0.688
SLV,SSP3,2025,0.646
SLV,SSP3,2030,0.646
SLV,SSP3,2050,0.646
SLV,SSP3,2100,0.646
GNQ,SSP3,2025,0.644
GNQ,SSP3,2030,0.644
GNQ,SSP3,2050,0.644
GNQ,SSP3,2100,0.644
ERI,SSP3,2025,0.346
ERI,SSP3,2030,0.346
ERI,SSP3,2050,0.346
ERI,SSP3,2100,0.346
EST,SSP3,2025,0.682
EST,SSP3,2030,0.682
EST,SSP3,2050,0.682
EST,SSP3,2100,0.682
SWZ,SSP3,2025,0.223
SWZ,SSP3,2030,0.223
SWZ,SSP3,2050,0.223
SWZ,SSP3,2100,0.223
ETH,SSP3,2025,0.211
ETH,SSP3,2030,0.225
ETH,SSP3,2050,0.288
ETH,SSP3,2100,0.455
FRO,SSP3,2025,0.407
FRO,SSP3,2030,0.407
FRO,SSP3,2050,0.407
FRO,SSP3,2100,0.407
FJI,SSP3,2025,0.517
FJI,SSP3,2030,0.517
FJI,SSP3,2050,0.517
FJI,SSP3,2100,0.517
FIN,SSP3,2025,0.834
FIN,SSP3,2030,0.834
FIN,SSP3,2050,0.834
FIN,SSP3,2100,0.834
FRA,SSP3,2025,0.799
FRA,SSP3,2030,0.805
FRA,SSP3,2050,0.824
FRA,SSP3,2100,0.878
PYF,SSP3,2025,0.597
PYF,SSP3,2030,0.597
PYF,SSP3,2050,0.597
PYF,SSP3,2100,0.597
GAB,SSP3,2025,0.85
GAB,SSP3,2030,0.85
GAB,SSP3,2050,0.85
GAB,SSP3,2100,0.85
GMB,SSP3,2025,0.549
GMB,SSP3,2030,0.549
GMB,SSP3,2050,0.549
GMB,SSP3,2100,0.549
GEO,SSP3,2025,0.551
GEO,SSP3,2030,0.551
GEO,SSP3,2050,0.551
GEO,SSP3,2100,0.551
DEU,SSP3,2025,0.788
DEU,SSP3,2030,0.794
DEU,SSP3,2050,0.816
DEU,SSP3,2100,0.865
GHA,SSP3,2025,0.558
GHA,SSP3,2030,0.574
GHA,SSP3,2050,0.633
GHA,SSP3,2100,0.741
GRC,SSP3,2025,0.782
GRC,SSP3,2030,0.788
GRC,SSP3,2050,0.81
GRC,SSP3,2100,0.856
GRL,SSP3,2025,0.841
GRL,SSP3,2030,0.841
GRL,SSP3,2050,0.841
GRL,SSP3,2100,0.841
GRD,SSP3,2025,0.359
GRD,SSP3,2030,0.359
GRD,SSP3,2050,0.359
GRD,SSP3,2100,0.359
GUM,SSP3,2025,0.94
GUM,SSP3,2030,0.94
GUM,SSP3,2050,0.94
GUM,SSP3,2100,0.94
GTM,SSP3,2025,0.53
GTM,SSP3,2030,0.545
GTM,SSP3,2050,0.601
GTM,SSP3,2100,0.722
GIN,SSP3,2025,0.391
GIN,SSP3,2030,0.409
GIN,SSP3,2050,0.476
GIN,SSP3,2100,0.621
GNB,SSP3,2025,0.397
GNB,SSP3,2030,0.397
GNB,SSP3,2050,0.397
GNB,SSP3,2100,0.397
HTI,SSP3,2025,0.541
HTI,SSP3,2030,0.563
HTI,SSP3,2050,0.64
HTI,SSP3,2100,0.754
HND,SSP3,2025,0.512
HND,SSP3,2030,0.512
HND,SSP3,2050,0.512
HND,SSP3,2100,0.512
HUN,SSP3,2025,0.685
HUN,SSP3,2030,0.685
HUN,SSP3,2050,0.685
HUN,SSP3,2100,0.685
ISL,SSP3,2025,0.935
ISL,SSP3,2030,0.935
ISL,SSP3,2050,0.935
ISL,SSP3,2100,0.935
IND,SSP3,2025,0.359
IND,SSP3,2030,0.376
IND,SSP3,2050,0.442
IND,SSP3,2100,0.591
IDN,SSP3,2025,0.57
IDN,SSP3,2030,0.593
IDN,SSP3,2050,0.675
IDN,SSP3,2100,0.78
IRN,SSP3,2025,0.747
IRN,SSP3,2030,0.758
IRN,SSP3,2050,0.792
IRN,SSP3,2100,0.841
IRQ,SSP3,2025,0.723
IRQ,SSP3,2030,0.731
IRQ,SSP3,2050,0.764
IRQ,SSP3,2100,0.822
IRL,SSP3,2025,0.613
IRL,SSP3,2030,0.613
IRL,SSP3,2050,0.613
IRL,SSP3,2100,0.613
ISR,SSP3,2025,0.918
ISR,SSP3,2030,0.918
ISR,SSP3,2050,0.918
ISR,SSP3,2100,0.918
ITA,SSP3,2025,0.716
ITA,SSP3,2030,0.726
ITA,SSP3,2050,0.759
ITA,SSP3,2100,0.819
JAM,SSP3,2025,0.536
JAM,SSP3,2030,0.536
JAM,SSP3,2050,0.536
JAM,SSP3,2100,0.536
JPN,SSP3,2025,0.925
JPN,SSP3,2030,0.932
JPN,SSP3,2050,0.956
JPN,SSP3,2100,0.988
JOR,SSP3,2025,0.849
JOR,SSP3,2030,0.849
JOR,SSP3,2050,0.849
JOR,SSP3,2100,0.849
KAZ,SSP3,2025,0.612
KAZ,SSP3,2030,0.626
KAZ,SSP3,2050,0.678
KAZ,SSP3,2100,0.77
KEN,SSP3,2025,0.285
KEN,SSP3,2030,0.301
KEN,SSP3,2050,0.368
KEN,SSP3,2100,0.528
KIR,SSP3,2025,0.465
KIR,SSP3,2030,0.465
KIR,SSP3,2050,0.465
KIR,SSP3,2100,0.465
LAO,SSP3,2025,0.295
LAO,SSP3,2030,0.295
LAO,SSP3,2050,0.295
LAO,SSP3,2100,0.295
LVA,SSP3,2025,0.678
LVA,SSP3,2030,0.678
LVA,SSP3,2050,0.678
LVA,SSP3,2100,0.678
LBN,SSP3,2025,0.872
LBN,SSP3,2030,0.872
LBN,SSP3,2050,0.872
LBN,SSP3,2100,0.872
LSO,SSP3,2025,0.243
LSO,SSP3,2030,0.243
LSO,SSP3,2050,0.243
LSO,SSP3,2100,0.243
LBR,SSP3,2025,0.474
LBR,SSP3,2030,0.474
LBR,SSP3,2050,0.474
LBR,SSP3,2100,0.474
LBY,SSP3,2025,0.778
LBY,SSP3,2030,0.778
LBY,SSP3,2050,0.778
LBY,SSP3,2100,0.778
LTU,SSP3,2025,0.668
LTU,SSP3,2030,0.668
LTU,SSP3,2050,0.668
LTU,SSP3,2100,0.668
LUX,SSP3,2025,0.882
LUX,SSP3,2030,0.882
LUX,SSP3,2050,0.882
LUX,SSP3,2100,0.882
MDG,SSP3,2025,0.373
MDG,SSP3,2030,0.392
MDG,SSP3,2050,0.463
MDG,SSP3,2100,0.612
MWI,SSP3,2025,0.198
MWI,SSP3,2030,0.214
MWI,SSP3,2050,0.278
MWI,SSP3,2100,0.444
MYS,SSP3,2025,0.751
MYS,SSP3,2030,0.764
MYS,SSP3,2050,0.804
MYS,SSP3,2100,0.858
MDV,SSP3,2025,0.36
MDV,SSP3,2030,0.36
MDV,SSP3,2050,0.36
MDV,SSP3,2100,0.36
MLI,SSP3,2025,0.423
MLI,SSP3,2030,0.443
MLI,SSP3,2050,0.516
MLI,SSP3,2100,0.665
MLT,SSP3,2025,0.94
MLT,SSP3,2030,0.94
MLT,SSP3,2050,0.94
MLT,SSP3,2100,0.94
MHL,SSP3,2025,0.731
MHL,SSP3,2030,0.731
MHL,SSP3,2050,0.731
MHL,SSP3,2100,0.731
MRT,SSP3,2025,0.457
MRT,SSP3,2030,0.457
MRT,SSP3,2050,0.457
MRT,SSP3,2100,0.457
MUS,SSP3,2025,0.417
MUS,SSP3,2030,0.417
MUS,SSP3,2050,0.417
MUS,SSP3,2100,0.417
MEX,SSP3,2025,0.799
MEX,SSP3,2030,0.805
MEX,SSP3,2050,0.825
MEX,SSP3,2100,0.878
MDA,SSP3,2025,0.427
MDA,SSP3,2030,0.427
MDA,SSP3,2050,0.427
MDA,SSP3,2100,0.427
MNG,SSP3,2025,0.666
MNG,SSP3,2030,0.666
MNG,SSP3,2050,0.666
MNG,SSP3,2100,0.666
MNE,SSP3,2025,0.638
MNE,SSP3,2030,0.638
MNE,SSP3,2050,0.638
MNE,SSP3,2100,0.638
MAR,SSP3,2025,0.624
MAR,SSP3,2030,0.638
MAR,SSP3,2050,0.687
MAR,SSP3,2100,0.775
MOZ,SSP3,2025,0.39
MOZ,SSP3,2030,0.413
MOZ,SSP3,2050,0.494
MOZ,SSP3,2100,0.652
MMR,SSP3,2025,0.34
MMR,SSP3,2030,0.357
MMR,SSP3,2050,0.425
MMR,SSP3,2100,0.575
NAM,SSP3,2025,0.406
NAM,SSP3,2030,0.406
NAM,SSP3,2050,0.406
NAM,SSP3,2100,0.406
NPL,SSP3,2025,0.228
NPL,SSP3,2030,0.249
NPL,SSP3,2050,0.336
NPL,SSP3,2100,0.53
NLD,SSP3,2025,0.895
NLD,SSP3,2030,0.903
NLD,SSP3,2050,0.932
NLD,SSP3,2100,0.979
NCL,SSP3,2025,0.666
NCL,SSP3,2030,0.666
NCL,SSP3,2050,0.666
NCL,SSP3,2100,0.666
NZL,SSP3,2025,0.862
NZL,SSP3,2030,0.862
NZL,SSP3,2050,0.862
NZL,SSP3,2100,0.862
NIC,SSP3,2025,0.567
NIC,SSP3,2030,0.567
NIC,SSP3,2050,0.567
NIC,SSP3,2100,0.567
NER,SSP3,2025,0.203
NER,SSP3,2030,0.217
NER,SSP3,2050,0.279
NER,SSP3,2100,0.446
NGA,SSP3,2025,0.496
NGA,SSP3,2030,0.517
NGA,SSP3,2050,0.587
NGA,SSP3,2100,0.714
MKD,SSP3,2025,0.571
MKD,SSP3,2030,0.571
MKD,SSP3,2050,0.571
MKD,SSP3,2100,0.571
MNP,SSP3,2025,0.909
MNP,SSP3,2030,0.909
MNP,SSP3,2050,0.909
MNP,SSP3,2100,0.909
NOR,SSP3,2025,0.788
NOR,SSP3,2030,0.788
NOR,SSP3,2050,0.788
NOR,SSP3,2100,0.788
OMN,SSP3,2025,0.746
OMN,SSP3,2030,0.746
OMN,SSP3,2050,0.746
OMN,SSP3,2100,0.746
PAK,SSP3,2025,0.403
PAK,SSP3,2030,0.419
PAK,SSP3,2050,0.483
PAK,SSP3,2100,0.627
PLW,SSP3,2025,0.741
PLW,SSP3,2030,0.741
PLW,SSP3,2050,0.741
PLW,SSP3,2100,0.741
PAN,SSP3,2025,0.649
PAN,SSP3,2030,0.649
PAN,SSP3,2050,0.649
PAN,SSP3,2100,0.649
PNG,SSP3,2025,0.13
PNG,SSP3,2030,0.13
PNG,SSP3,2050,0.13
PNG,SSP3,2100,0.13
PRY,SSP3,2025,0.589
PRY,SSP3,2030,0.589
PRY,SSP3,2050,0.589
PRY,SSP3,2100,0.589
PER,SSP3,2025,0.789
PER,SSP3,2030,0.796
PER,SSP3,2050,0.817
PER,SSP3,2100,0.868
PHL,SSP3,2025,0.504
PHL,SSP3,2030,0.519
PHL,SSP3,2050,0.576
PHL,SSP3,2100,0.704
POL,SSP3,2025,0.656
POL,SSP3,2030,0.668
POL,SSP3,2050,0.712
POL,SSP3,2100,0.79
PRT,SSP3,2025,0.647
PRT,SSP3,2030,0.661
PRT,SSP3,2050,0.705
PRT,SSP3,2100,0.786
PRI,SSP3,2025,0.939
PRI,SSP3,2030,0.939
PRI,SSP3,2050,0.939
PRI,SSP3,2100,0.939
QAT,SSP3,2025,0.983
QAT,SSP3,2030,0.983
QAT,SSP3,2050,0.983
QAT,SSP3,2100,0.983
ROU,SSP3,2025,0.582
ROU,SSP3,2030,0.597
ROU,SSP3,2050,0.653
ROU,SSP3,2100,0.753
RUS,SSP3,2025,0.763
RUS,SSP3,2030,0.771
RUS,SSP3,2050,0.796
RUS,SSP3,2100,0.843
RWA,SSP3,2025,0.235
RWA,SSP3,2030,0.257
RWA,SSP3,2050,0.351
RWA,SSP3,2100,0.56
VCT,SSP3,2025,0.486
VCT,SSP3,2030,0.486
VCT,SSP3,2050,0.486
VCT,SSP3,2100,0.486
SMR,SSP3,2025,0.955
SMR,SSP3,2030,0.955
SMR,SSP3,2050,0.955
SMR,SSP3,2100,0.955
STP,SSP3,2025,0.638
STP,SSP3,2030,0.638
STP,SSP3,2050,0.638
STP,SSP3,2100,0.638
SAU,SSP3,2025,0.843
SAU,SSP3,2030,0.848
SAU,SSP3,2050,0.88
SAU,SSP3,2100,0.945
SEN,SSP3,2025,0.485
SEN,SSP3,2030,0.5
SEN,SSP3,2050,0.559
SEN,SSP3,2100,0.691
SYC,SSP3,2025,0.53
SYC,SSP3,2030,0.53
SYC,SSP3,2050,0.53
SYC,SSP3,2100,0.53
SLE,SSP3,2025,0.385
SLE,SSP3,2030,0.385
SLE,SSP3,2050,0.385
SLE,SSP3,2100,0.385
SVK,SSP3,2025,0.55
SVK,SSP3,2030,0.55
SVK,SSP3,2050,0.55
SVK,SSP3,2100,0.55
SVN,SSP3,2025,0.524
SVN,SSP3,2030,0.524
SVN,SSP3,2050,0.524
SVN,SSP3,2100,0.524
SLB,SSP3,2025,0.196
SLB,SSP3,2030,0.196
SLB,SSP3,2050,0.196
SLB,SSP3,2100,0.196
SOM,SSP3,2025,0.43
SOM,SSP3,2030,0.445
